symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
BYC,Bytecent,0.711306,0.0460618,15.4424273476,15.4424273476,5.51836335707,6.59510329635,6.67108636461,8.15603668493,8.16815511339,4694.45499976,15205.72,53827.9547674,23450.0366834,1924726.5499,15205.72,22069461.4546,23450.0366834,1,False,False,False,False,False,False,True,2014-11-23,2014-11-23,2014-12-08,2014-11-23,68650,779914,0.0001654877,0.0001850911,54551.26,0.04728023,22.72146,Yanakitu Tenatako,1,42,0,320,13,0,13,0.1923077,0.001235619,0.001237376,1.456664e-05,1.919144e-05,1.456664e-05,1.919153e-05,0.0,inf,8.985775e-07,8.22988e-07,3.467361e-06,3.415514e-06,0.0
BTCD,BitcoinDark,7.24281,0.141961,51.0197166828,11.6500642596,6.61812516562,4.48542361533,5.20687587541,4.31845323284,3.29259636802,16345.9732104,107815.986792,9746.1235148,71298.9617804,8826825.5336,5714247.3,5262906.69799,3778844.97436,5,False,False,True,False,False,True,True,2014-07-16,2014-07-16,2014-07-09,2014-07-16,60287,659909,0.0001815669,0.0002042143,48010.42,0.0496156,21.89225,Azeh,1,91,3,135,159,142,17,0.008199984,0.001443029,0.001445386,0.0001143219,2.177296e-05,0.0001143291,2.17731e-05,938130.6,4.0,3.233202e-05,2.762349e-05,0.0001047651,9.749606e-05,1.0
TRICK,TrickyCoin,0.000295018,7.24941e-06,40.6954496987,40.6954496987,6.23392485092,2.31375062405,2.7940784016,2.38929329911,3.19809431334,5.18766385231,35.7074905773,42013.8787477,202957.909918,1457.7335425,785.5647927,11805899.9281,4465074.0182,1,False,False,False,False,False,False,False,2015-03-31,2015-03-31,2015-03-27,2015-03-31,72771,845448,0.0001596505,0.0001784071,57633.83,0.04734021,23.23585,TrickyCoin,1,20,1,4,26,26,0,0.07692308,0.001123258,0.001124175,9.011971e-05,1.374174e-05,9.012543e-05,1.374174e-05,0.0,3.0,5.797746e-06,4.893847e-06,1.31248e-05,1.251248e-05,0.0
ROS,RosCoin,0.000490282,6.9966e-06,70.0743218135,70.0743218135,14.2393861417,8.39124067311,9.50252286555,5.5404497287,6.61548825759,292.762941101,2159.2271445,3308378.35694,7918138.79052,135842.004671,43184.54289,1535087557.62,158362775.81,1,False,False,False,False,False,False,True,2014-09-30,2014-09-30,2014-09-04,2014-09-30,66061,743095,0.0001702762,0.0001906893,52589.47,0.04801983,22.49724,godivacoin,1,77,3,26,168,168,0,0.008055318,0.001282021,0.001283146,0.0001035384,1.513752e-05,0.0001035465,1.513752e-05,0.0,4.0,3.44297e-05,3.070566e-05,0.0001131156,0.0001096525,0.0
MAX,MaxCoin,2.76934,0.00301166,919.539390237,919.539390237,554.635615692,48.3778355108,54.1215174033,17.248709123,21.1571097991,52226.344631,3025650.5,325289.428925,1322255.89128,36245083.1739,12102602.0,225750863.674,5289023.56511,6,False,False,False,False,False,True,True,2014-02-12,2014-02-12,2014-01-29,2014-02-12,38550,427852,0.0002879021,0.0003323848,29668.71,0.06058139,22.19725,maxcoinproject,1,2,1,14,394,393,1,0.01084977,0.002440498,0.00244403,0.0002606347,3.485541e-05,0.0002606688,3.485566e-05,406754.6,3.0,0.0003441552,0.0003021219,0.001023854,0.0009641467,0.0
PAC,Paccoin,1.47402e-08,4.75616e-09,3.09918085178,2.87248222749,2.35647141578,2.23853735047,6.20748071546,1.89135713643,1.66894384212,25.2572342954,28.8317843488,3240827826.7,3334189933.76,1641.7202292,1239.766727,2.10653808736e+11,1.43370167152e+11,2,False,False,False,False,False,False,False,2015-11-02,2015-11-02,2013-11-12,2015-11-02,78372,947596,0.0001542771,0.0001728473,61713.42,0.04937812,24.182,wmcorless,1,77,4,856,121,111,10,0.04287991,0.001045062,0.001046204,8.03995e-05,1.707283e-05,8.040338e-05,1.707289e-05,212759.5,3.0,4.447133e-05,3.893413e-05,8.208579e-05,7.566435e-05,0.0
MAD,SatoshiMadness,4.57185e-06,2.26663e-06,2.01702527541,1.0,1.0,1.58965980536,37.0,1.93900157668,1.0,0.720170475119,0.720170475119,305436.89901,305436.89901,77.7784113129,77.7784113129,32987185.093,32987185.093,1,False,False,False,False,False,False,False,2015-09-01,2015-09-01,2015-08-16,2015-09-01,76857,922526,0.0001561751,0.0001747397,60576.59,0.04878564,24.0063,WhoIsNotMad,1,24,1,16,57,57,0,0.01441103,0.001069271,0.001070161,8.168336e-05,1.301118e-05,8.168756e-05,1.301118e-05,0.0,4.0,5.674476e-06,5.091236e-06,1.942177e-05,1.885375e-05,0.0
FFC,FireFlyCoin,8.85875e-05,1.32279e-05,6.69701917916,6.69701917916,4.10258369572,2.88468478566,3.40853670733,2.88795586352,2.69636562945,7.46541878388,15.2490415119,243372.935804,440674.480809,3254.92258977,1189.42523793,106110600.01,34372609.5031,0,False,False,False,False,False,False,False,2014-10-26,2014-10-26,2013-12-30,2014-10-26,67420,762128,0.0001676681,0.0001876746,53611.21,0.04770178,22.60837,Investment,1,51,1,315,23,2,21,0.08300395,0.001251261,0.001253777,0.00010138,1.95135e-05,0.0001013865,1.951358e-05,23.91667,4.0,1.983178e-06,1.787485e-06,5.440928e-06,5.132966e-06,0.0
BEN,Benjamins,0.0424326,0.000256241,165.596450217,165.596450217,54.5862224223,18.9310270186,23.5224480352,7.1632557721,15.413104409,34.567692155,408.592355263,5835.54202093,26937.5851692,23436.8952811,15526.5095,3956497.49019,1023628.23643,0,False,False,False,False,False,False,False,2014-02-27,2014-02-27,2014-02-02,2014-02-27,41800,454238,0.0002599746,0.0002986925,32371.5,0.0586527,21.73388,AllAboutTheBenjaminsBaby,1,422,10,25,102,79,23,0.02756154,0.002114523,0.002118851,0.0002268535,3.198815e-05,0.0002268911,3.198844e-05,181276.1,3.0,4.185698e-05,3.83206e-05,0.0001283639,0.00012283,0.0
GUE,Guerillacoin,0.124573,0.000356029,349.895654567,349.895654567,196.228632277,24.246552411,29.6926296515,3.15787607773,3.93032874237,2273.2703679,101280.9625,57626.5010314,1184909.56359,1277577.94676,810247.7,32386093.5796,9479276.50875,0,False,False,False,False,False,False,False,2014-06-23,2014-06-23,2014-06-17,2014-06-23,58096,630133,0.000186698,0.0002104257,46180.44,0.05055379,21.69282,guerillacoin,1,21,1,6,134,134,0,0.00392773,0.001510523,0.001512092,0.0001226216,1.721289e-05,0.0001226319,1.721289e-05,0.0,3.0,0.0001281497,0.0001105881,0.0001339647,0.0001337646,0.0
EVO,Evotion,0.00545434,4.83704e-05,112.761937052,112.761937052,14.9152014001,8.7833842897,18.4534992846,7.8410730022,9.46037735753,1523.74462096,1905.95559429,2190511.19103,1311988.12114,42664.849387,13341.68916,61334313.3489,9183916.84799,1,False,False,False,False,False,False,False,2015-12-09,2015-12-09,2015-11-24,2015-12-09,79323,961316,0.0001527805,0.0001712627,62470.1,0.04964876,24.23801,Evo Shi Un,1,1,1,15,46,46,0,0.07149758,0.001039278,0.001040112,7.965351e-05,1.260668e-05,7.965756e-05,1.260668e-05,0.0,4.0,2.24121e-05,1.966962e-05,6.748786e-05,6.386877e-05,0.0
DTC,Datacoin,1.06901,0.000646928,1652.44045705,1652.44045705,660.543259309,19.1513038955,20.0009179289,53.8444040613,53.8444040613,568.903515847,0.0,28654.8028355,0.0,432935.57556,0.0,21806304.9578,0.0,2,False,False,False,False,False,True,False,2013-12-07,2013-12-07,2013-11-05,2013-12-07,20043,247565,0.0006162597,0.0007208133,14245.0,0.08523568,24.70339,oocook5u,1,27,1,32,94,93,1,0.06194483,0.005990861,0.006021124,0.0005987729,7.288708e-05,0.0005990268,7.288944e-05,19995.75,3.0,7.433123e-05,5.82849e-05,0.0002207069,0.0001896134,0.0
CME,Cashme,1.37851e-05,4.32794e-06,3.18514119882,3.18514119882,1.60208403064,1.62523971301,3.71717204402,1.63644487684,1.63209107838,15.8203347111,24.72383368,1878049.90082,2935268.5501,711.915062,618.095842,84512245.5371,73381713.7525,1,False,False,False,False,False,False,False,2015-11-23,2015-11-23,2015-08-29,2015-11-23,78946,956127,0.0001534106,0.0001719455,62172.31,0.04963387,24.2223,stewpak,1,10,1,86,46,43,3,0.06868687,0.001037071,0.001037977,7.99791e-05,1.694406e-05,7.998406e-05,1.694411e-05,144681.3,4.0,2.727868e-05,2.495589e-05,8.401452e-05,8.282453e-05,0.0
007,007Coin,0.192263,0.000955327,201.25360217,201.25360217,141.782690776,51.6733789908,51.6733789908,38.2442761367,38.2442761367,135.492229776,308.09,26951.6352596,1602.44040715,34956.9952822,308.09,6953521.89698,1602.44040715,1,False,False,False,False,False,False,False,2015-04-23,2015-04-23,2015-04-21,2015-04-23,73409,856463,0.0001589315,0.0001775986,58133.93,0.04751069,23.33401,007coin,1,7,1,2,51,51,0,0.03607843,0.00110972,0.001110676,8.846257e-05,1.362231e-05,8.846835e-05,1.362231e-05,0.0,3.0,1.133396e-05,9.833791e-06,3.433447e-05,3.238896e-05,0.0
GUN,Guncoin,0.00126752,1.37152e-05,92.4171721885,92.4171721885,36.8140852679,12.6791466373,12.8953064166,3.84894968091,3.86200788664,58.2507296907,3690.578,176884.094496,2931699.26118,35299.9421925,7381.156,107191761.265,5863398.52236,3,False,False,False,False,False,False,False,2014-05-11,2014-05-11,2014-03-03,2014-05-11,53172,569249,0.0002013429,0.0002279899,41962.96,0.05280961,21.41161,guncoin_support,1,96,1,69,133,133,0,0.003531556,0.001612741,0.001614539,0.0001427708,1.880689e-05,0.0001427835,1.880689e-05,0.0,4.0,3.930495e-05,3.436092e-05,0.000121986,0.000115565,1.0
YBC,YbCoin,5.38731,0.416002,12.9502021625,12.9502021625,8.54983359969,5.11582974028,5.21957039386,5.94901764406,5.95066197554,36383.8695028,2712.13375,40177.4320823,517.507013315,26232769.9115,10848.535,28967928.5313,2070.02805326,6,False,False,False,False,True,False,True,2014-01-16,2014-01-16,2013-07-03,2014-01-16,29498,356640,0.0004098688,0.0004752176,21825.13,0.06837377,24.18062,mikaelh,1,142,4,213,292,282,10,0.04339677,0.003791633,0.003806225,0.0003578132,4.756541e-05,0.0003579197,4.756593e-05,143459.6,3.0,0.0003057855,0.0003106371,0.0006953239,0.0007480907,0.0
BET,BetaCoin,0.134175,0.000122728,1093.27129913,1093.27129913,913.79322087,26.2940417369,29.976952308,44.4512717537,44.4512717537,230.015234557,0.0,76202.4944944,0.0,172971.456387,0.0,57304275.8598,0.0,0,False,False,False,False,False,False,False,2013-12-14,2013-12-14,2013-10-30,2013-12-14,21274,259379,0.000573108,0.0006676701,15259.88,0.08218002,24.3846,betacoindev,1,84,4,45,109,104,5,0.01885831,0.005075231,0.00509587,0.000556415,6.799609e-05,0.0005566784,6.799732e-05,103843.6,4.0,0.0001327978,0.000121608,0.0004154721,0.0004110695,0.0
LSD,Lightspeed,0.0283566,0.00121156,23.4050315296,5.79293691765,2.96305971553,3.34745427549,9.76591861679,2.2282898784,1.86195067339,200.419292349,221.983867056,15749.1476615,17795.2688453,96201.2603273,85463.7888164,7559590.8775,6851178.50543,0,False,False,False,False,False,False,False,2014-09-13,2014-09-13,2014-09-04,2014-09-13,65009,728609,0.0001724041,0.0001931755,51715.77,0.04831553,22.41563,lightspeedLS,1,45,1,9,110,110,0,0.008006672,0.001326153,0.001327407,0.0001060521,1.538249e-05,0.0001060581,1.538249e-05,0.0,3.0,1.524635e-05,1.35991e-05,4.903933e-05,4.726204e-05,0.0
HUC,HunterCoin,0.8952,0.000779582,1148.30768284,1148.30768284,395.430812859,19.8557778782,25.7129486518,29.7297606612,40.5838797372,650.145808919,10420.9030833,21591.4648057,16387.8115075,449900.899772,125050.837,14941293.6456,196653.73809,1,False,False,True,False,False,False,False,2014-02-14,2014-02-14,2013-09-24,2014-02-14,39003,431582,0.0002837052,0.000327315,30043.32,0.06035685,22.13071,snailbrain,1,351,15,953,523,456,67,0.02655638,0.002383043,0.002389069,0.0002566941,3.442284e-05,0.0002567504,3.442308e-05,1070824.0,3.0,0.0003020317,0.0003106176,0.0007205683,0.0007265147,0.0
HUN,Hundredcoin,7.18172e-05,3.72377e-06,19.2861535487,19.2861535487,13.7146545518,6.06679076111,8.82585841343,1.79177449268,2.23408782951,4.26278822428,28.0960040759,106352.728984,597648.815943,852.557644856,533.824077443,21270545.7967,11355327.5029,1,False,False,False,False,False,False,False,2015-06-19,2015-06-19,2014-09-29,2015-06-19,74915,885022,0.0001576945,0.0001762715,59254.55,0.04780992,23.62736,shagger,1,35,1,285,52,34,18,0.06108597,0.001082134,0.001082986,8.457838e-05,1.775517e-05,8.458267e-05,1.775525e-05,48954.73,4.0,5.813216e-06,5.23607e-06,1.842011e-05,1.795447e-05,0.0
KDC,KlondikeCoin,0.110279,0.00024955,441.911440593,441.911440593,236.442186059,26.4646229201,26.4646229201,8.60240178968,8.60240178968,585.911026598,1196.08,45704.4592697,10845.9452842,411895.451699,1196.08,32130234.8666,10845.9452842,1,False,False,False,False,False,True,False,2014-02-02,2014-02-02,2014-01-09,2014-02-02,35510,407983,0.0003235495,0.0003747679,27017.27,0.06250931,22.97848,KlondikeCoin,1,144,11,24,266,260,6,0.04382782,0.002899075,0.002911306,0.0002983222,3.826484e-05,0.0002984196,3.826511e-05,52729.61,4.0,0.0001092846,0.0001081483,0.0003361022,0.0003563265,0.0
TTC,TittieCoin,5.82312e-05,1.37248e-06,42.4277220797,9.05414650529,4.49460473302,4.59919928539,5.145934455,3.90240678322,3.76251861561,97.0955008579,170.357082442,6506926.54742,11745620.9464,41071.3968629,7325.354545,2752429929.56,505061700.697,0,False,False,False,False,False,False,False,2014-11-08,2014-11-08,2014-01-29,2014-11-08,68029,770941,0.0001665839,0.0001863928,54066.77,0.04751595,22.66507,vertoe,1,208,11,284,66,37,29,0.02703963,0.001240645,0.001241939,0.0001001441,1.935489e-05,0.0001001515,1.935496e-05,79146.38,4.0,1.00258e-05,9.115323e-06,3.264886e-05,3.19407e-05,0.0
NMB,Nimbus,0.00740672,3.40595e-05,217.464143631,217.464143631,89.9340919798,21.9738170397,22.8426465274,6.03415308494,6.36300484799,113.385697001,9649.695,92373.7704876,1454794.62305,55218.8344395,19299.39,44986026.2275,2909589.2461,0,False,False,False,False,False,False,False,2014-09-04,2014-09-05,2014-05-23,2014-09-05,64462,720867,0.0001734793,0.0001944581,51295.48,0.04844268,22.36564,sr.machado,1,368,8,214,231,208,23,0.02034015,0.001335328,0.001337412,0.0001068376,2.038295e-05,0.00010685,2.038304e-05,544317.9,4.0,6.764953e-05,6.087486e-05,0.0001980373,0.0001907262,0.0
GRT,Grantcoin,0.000381109,0.000125676,3.03247238932,2.20891776598,1.73694021348,1.69101053891,3.85946999545,1.80084255403,1.60015175684,73.2286984329,62.7631017526,346025.300674,327383.116076,12009.506543,6088.02087,56748149.3105,31756162.2594,1,False,False,False,False,False,False,True,2015-07-27,2015-07-27,2015-05-03,2015-07-27,75895,903765,0.0001569023,0.0001754174,59915.89,0.04817042,23.81619,The Grantcoin Foundation,1,49,1,85,50,50,0,0.01061224,0.001078484,0.001079382,8.310937e-05,1.31761e-05,8.311396e-05,1.31761e-05,0.0,4.0,1.163947e-05,9.97987e-06,2.900812e-05,2.732452e-05,0.0
FLAP,FlappyCoin,2.9758e-05,1.22992e-07,241.95069598,241.95069598,85.9325141859,19.9306975484,19.9306975484,12.2507711277,12.2507711277,566.033015722,8349.82,233024427.93,280590765.508,386034.516722,8349.82,1.58922659848e+11,280590765.508,0,False,False,False,False,False,False,False,2014-02-22,2014-02-22,2014-02-14,2014-02-22,40912,445716,0.0002662912,0.0003064578,31670.7,0.05921228,21.78901,flappycoin,1,42,3,8,253,253,0,0.008281573,0.002203016,0.002207009,0.000237077,2.444271e-05,0.0002371108,2.444271e-05,0.0,4.0,0.0001817713,0.0001581158,0.000575282,0.0005434651,0.0
BLU,BlueCoin,0.000635036,1.81339e-05,35.0192732948,35.0192732948,29.5096563133,5.84480154105,8.01693816255,3.67057647632,5.35169652064,929.722939237,3827.76416863,5373898.72426,16626418.9419,575498.499387,390431.9452,3326443310.32,1695894732.07,1,False,False,False,False,False,False,False,2014-04-27,2014-04-28,2014-04-22,2014-04-28,51009,547122,0.0002102764,0.0002386813,40022.43,0.05383764,21.45198,BlueCoiner,1,36,1,6,125,125,0,0.009032258,0.001628573,0.001630532,0.0001528311,1.960438e-05,0.0001528481,1.960438e-05,0.0,4.0,2.75598e-05,2.423382e-05,9.157269e-05,8.658702e-05,0.0
1337,1337,0.000165862,8.67678e-06,19.1156166228,19.1156166228,16.8811130449,2.76311680902,3.02307542383,4.06904212608,4.08752990167,21.7745859661,8.165508,534189.31144,99352.6576154,1284.700572,32.662032,31517169.3749,397410.630461,2,False,False,False,False,False,False,False,2015-11-09,2015-11-09,2014-01-10,2015-11-09,78540,950647,0.0001541124,0.0001726872,61835.56,0.04953501,24.20797,.Batman.,1,221,12,672,382,373,9,0.02234292,0.001042897,0.001044243,8.043141e-05,1.703703e-05,8.043794e-05,1.70371e-05,266390.0,3.0,5.340177e-05,5.961e-05,0.0001500031,0.0001773996,0.0
SOLE,Solecoin,0.0120905,0.000463557,26.0820136466,26.0820136466,9.00475169065,5.73822838552,7.58140013113,2.45562549776,3.9930382861,75.6817376128,876.328238788,15371.2422643,140208.566758,38067.9140193,28918.83188,7731734.85896,4626882.703,0,False,False,False,False,False,False,False,2014-08-21,2014-08-21,2014-08-08,2014-08-21,63242,705258,0.0001763343,0.0001978019,50280.74,0.04874326,22.30347,solecoin,1,50,1,13,138,138,0,0.006241405,0.00136977,0.001371096,0.0001101292,1.581228e-05,0.0001101382,1.581228e-05,0.0,4.0,2.372413e-05,2.069395e-05,8.19597e-05,7.742749e-05,1.0
FLAX,Flaxscript,0.00306438,6.23694e-05,49.1327477898,49.1327477898,23.7127889251,8.99871145461,8.99871145461,10.4304577256,10.4304577256,2.32473852539,10.9483,7912.88512266,3572.76186374,383.58185669,10.9483,1305626.04524,3572.76186374,1,False,False,False,False,False,False,False,2015-07-25,2015-07-25,2015-06-25,2015-07-25,75849,902794,0.0001569238,0.0001754349,59884.2,0.04816183,23.80503,ocminer,1,7879,78,997,1835,782,1053,0.01487832,0.001078167,0.001079313,8.317611e-05,1.758136e-05,8.318114e-05,1.758144e-05,43856330.0,3.0,0.0001932693,0.0001788858,0.0005064265,0.0005029221,0.0
GRF,Graffiti,0.000508479,2.67051e-05,19.04052035,19.04052035,11.8189361821,4.33246844869,4.33246844869,1.80400419858,1.80400419858,56.953025136,2151.95,202060.451793,4232131.51379,8144.28259445,2151.95,28894644.6064,4232131.51379,2,False,False,False,False,False,False,False,2015-08-17,2015-08-17,2015-07-24,2015-08-17,76473,914638,0.0001563986,0.0001749117,60308.15,0.04845776,23.92055,Graffiti,1,95,2,24,96,96,0,0.01688596,0.001071728,0.001072591,8.219498e-05,1.307651e-05,8.219996e-05,1.307651e-05,0.0,4.0,1.154144e-05,1.029265e-05,4.031175e-05,3.870887e-05,0.0
FTC,Feathercoin,1.29163,0.00213024,606.330742076,606.330742076,422.265521559,15.7732057557,23.9982833984,20.8528108256,20.8528108256,21430.519714,0.0,345986.52361,0.0,20980478.8,0.0,338720806.614,0.0,8,False,False,False,False,False,True,True,2013-05-02,2013-05-03,2013-04-21,2013-05-03,10083,115810,0.001139112,0.001369352,6772.877,0.1113719,22.97134,thep33t,1,142,1,16,71,29,42,0.08908781,0.01562883,0.01600038,0.001081675,0.0001552616,0.001082255,0.0001552745,35465.12,3.0,7.284356e-05,5.966451e-05,0.0002298319,0.0002079099,0.0
GRE,Greencoin,0.0001735,2.1084e-06,82.2898880668,82.2898880668,40.3120875853,6.18185224554,6.58724361291,7.40878839891,7.69104316672,77.5154436537,401.0088,3310060.63215,2698638.64697,43641.194777,2005.044,1863564135.9,13493193.2349,1,False,False,False,False,False,False,False,2014-06-23,2014-06-23,2014-06-05,2014-06-23,58096,630133,0.000186698,0.0002104257,46180.44,0.05055379,21.69282,Mesterlovesz74,1,159,2,153,154,129,25,0.03573551,0.001510836,0.001512793,0.000122472,2.260729e-05,0.0001224825,2.260738e-05,398108.2,4.0,2.977909e-05,2.67907e-05,0.0001053996,0.0001017591,0.0
GRC,GridCoin,0.0132529,0.00057465,23.062559819,1.61188079314,1.59680227479,3.8440279257,6.22600859257,3.21754352774,1.24457881466,2450.86023786,1854.1529498,595020.674397,629144.637689,767119.25445,463538.23745,186241471.086,157286159.422,4,False,False,True,False,False,False,True,2015-02-28,2015-02-28,2013-10-29,2015-02-28,71898,830274,0.0001606156,0.0001795297,56989.31,0.0472444,23.09589,prophetx,1,347,7,661,126,28,98,0.07034921,0.00113143,0.001132861,9.124033e-05,1.8413e-05,9.124601e-05,1.841307e-05,496186.1,3.0,1.948012e-05,1.627386e-05,2.392845e-05,2.212906e-05,0.0
BLK,BlackCoin,0.260653,0.00296856,87.8045247527,18.9465229369,10.4934459492,5.60478206285,6.07692726994,4.00798196845,3.70528191041,139444.258658,618402.532453,2144191.98822,10474904.7324,94543207.37,32775334.22,1453762168.01,555169950.816,15,False,False,True,False,True,True,True,2014-02-28,2014-02-28,2014-02-16,2014-02-28,41973,455827,0.0002587379,0.0002971747,32520.55,0.05855825,21.72001,rat4,1,52,1,14,242,237,5,0.00895031,0.002118936,0.002121969,0.0002242634,3.184836e-05,0.0002242942,3.184852e-05,265458.3,4.0,0.00012495,0.0001068676,0.0003913697,0.0003679476,0.0
CRACK,CrackCoin,0.00521742,3.00278e-05,173.752988897,173.752988897,17.2589091077,10.8275285317,10.8275285317,2.77090767808,2.77090767808,126.059679723,17371.7,66948.7475495,3329557.52077,59752.2881885,17371.7,31733706.3385,3329557.52077,0,False,False,False,False,False,False,False,2014-09-19,2014-09-19,2014-09-04,2014-09-19,65375,734199,0.000171787,0.0001924246,52021.99,0.04820519,22.46115,OfficialCrackCoin,1,44,2,15,99,99,0,0.004122861,0.001312188,0.001313536,0.0001051165,1.529637e-05,0.0001051248,1.529637e-05,0.0,3.0,2.175433e-05,2.07699e-05,5.664081e-05,5.815685e-05,0.0
GRN,GraniteCoin,0.00976862,4.83313e-06,2021.17882201,2021.17882201,174.59303531,42.427367931,55.217090866,21.1792549688,22.8891253771,39.965385128,476.167,86648.5830705,88435.7403571,22940.1310635,3809.336,49736286.6825,707485.922857,2,False,False,False,False,False,False,False,2014-06-12,2014-06-12,2014-05-22,2014-06-12,57185,615565,0.000188239,0.0002123348,45459.94,0.05090775,21.5289,GraniteCoin,1,47,1,22,102,91,11,0.02217822,0.00155037,0.001552037,0.0001253416,2.29565e-05,0.0001253534,2.295661e-05,264061.0,4.0,1.859029e-05,1.664995e-05,6.185456e-05,5.952361e-05,0.0
SPRTS,Sprouts,0.00125483,8.21675e-05,15.2716098214,15.2716098214,14.1154541855,2.26324118117,4.31098758426,2.0928224872,2.413988526,755.517242918,638.619453795,1260061.90117,781825.658439,128437.931296,49812.317396,214210523.199,60982401.3582,2,False,False,False,False,False,False,True,2015-07-21,2015-07-21,2015-06-30,2015-07-21,75720,900593,0.0001570751,0.0001755912,59791.28,0.04809168,23.78745,MrEggman,1,50,1,21,52,52,0,0.03167421,0.001078589,0.001079522,8.344333e-05,1.320655e-05,8.344836e-05,1.320655e-05,0.0,4.0,1.174898e-05,1.039846e-05,3.914276e-05,3.752921e-05,0.0
DSB,DarkShibe,0.0584321,0.000295341,197.846218439,197.846218439,24.6005035281,19.6329947483,21.5081897122,4.54458956306,5.75133381663,285.736702895,21854.4333333,22223.3333692,456593.223596,124866.939165,65563.3,9711596.68232,1369779.67079,0,False,False,False,False,False,False,False,2014-10-25,2014-10-25,2014-10-23,2014-10-25,67382,761454,0.0001677088,0.0001877284,53578.62,0.04771958,22.60111,DarkShibe,1,6,1,2,53,53,0,0.02685051,0.001256042,0.001257194,0.000101561,1.484076e-05,0.0001015676,1.484076e-05,0.0,4.0,1.311767e-05,1.132897e-05,4.15289e-05,3.879833e-05,0.0
BLC,Blakecoin,0.131215,0.000649222,202.11114226,202.11114226,136.769482212,18.5901222508,19.5130652349,28.6756507937,29.3609929049,213.471804303,3166.47025,46652.0055976,28538.3255152,148149.432186,12665.881,32376491.8847,114153.302061,2,False,False,False,False,False,False,True,2014-02-12,2014-02-12,2013-10-07,2014-02-12,38550,427852,0.0002879021,0.0003323848,29668.71,0.06058139,22.19725,BlueDragon747,1,331,3,176,165,144,21,0.03918411,0.002439933,0.002446843,0.0002606191,3.485713e-05,0.0002606603,3.48575e-05,191901.8,4.0,6.791257e-05,6.088185e-05,0.0001908113,0.0001840631,1.0
COOL,CoolCoin,0.00038454,3.0292e-05,12.6944407764,12.6944407764,4.24012137946,3.83208453575,3.91883519902,1.89225053374,1.95317413483,417.511296435,7097.738625,2054496.21242,22977058.9764,232553.792114,56781.909,1144354390.32,183816471.811,0,False,False,False,False,False,False,False,2014-06-28,2014-06-28,2014-05-08,2014-06-28,58618,636853,0.0001853434,0.000208779,46636.89,0.05034615,21.72892,CoolloveCoin,1,10,2,51,681,679,2,0.002552475,0.001490446,0.001492479,0.000119873,2.239598e-05,0.0001198819,2.239605e-05,1066300.0,4.0,0.0001271597,0.0001128304,0.0004489889,0.0004335157,0.0
HYPER,Hyper,0.113785,0.00181052,62.8465855113,16.4514776473,16.4514776473,2.36742728389,8.5599051449,2.72715739498,2.62458713004,1154.86744379,1274.640795,27679.4418381,30770.5360987,676752.32206,563391.23139,16220152.9171,13600576.9556,1,False,False,False,False,False,False,True,2014-05-31,2014-05-31,2013-05-30,2014-05-31,55968,599079,0.0001912514,0.0002160077,44438.55,0.05152073,21.40791,shakezula,1,1099,25,405,531,266,265,0.09239772,0.001556022,0.00155888,0.0001302798,2.347011e-05,0.0001302951,2.347024e-05,3129998.0,3.0,0.0001877705,0.0001949802,0.0004233414,0.0004697706,0.0
URC,Unrealcoin,0.000389568,2.42175e-06,160.862186435,160.862186435,30.21663758,13.3534119339,17.2970288983,6.10322284283,9.08943616603,25.187946816,467.9424,394610.574718,2280529.01978,7077.8130553,4211.4816,110885571.496,20524761.1781,1,False,False,False,False,False,False,False,2015-03-31,2015-03-31,2015-03-23,2015-03-31,72771,845448,0.0001596505,0.0001784071,57633.83,0.04734021,23.23585,USER211,1,19,1,8,57,57,0,0.01942356,0.001123359,0.001124224,9.012762e-05,1.374174e-05,9.013237e-05,1.374174e-05,0.0,4.0,5.979178e-06,5.314592e-06,2.039566e-05,1.9633e-05,0.0
