symbol,coin_name,max_price,min_price,severity_to_min_price,severity_to_min_price_after_max,severity_to_last,severity_to_average,severity_to_average_after_max,severity_to_average_volume_weighted,severity_to_average_after_max_volume_weighted,normalized_total_volume,normalized_total_volume_before_max,normalized_total_volume_orig,normalized_total_volume_orig_before_max,total_volume,total_volume_before_max,total_volume_orig,total_volume_orig_before_max,market_num,BTC-E,Kraken,Poloniex,Cryptsy,BTC38,BTER,Bittrex,first_trade,earliest_trade_date,earliest_mention_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted,nontrivial
GUE,Guerillacoin,0.000198316,8.41514e-07,235.665716791,235.665716791,134.908843537,18.990847966,22.4216035066,3.04560048037,3.84611775878,3.75238224849,167.060075781,57626.5010314,1184909.56359,2108.83882365,1336.48060625,32386093.5796,9479276.50875,0,False,False,False,False,False,False,False,2014-06-23,2014-06-23,2014-06-17,2014-06-23,guerillacoin,1,21,1,6,134,134,0,0.00392773,0.001510523,0.001512092,0.0001226216,1.721289e-05,0.0001226319,1.721289e-05,0.0,3.0,0.0001281497,0.0001105881,0.0001339647,0.0001337646,0.0
GUE,Guerillacoin,0.000198316,8.41514e-07,235.665716791,235.665716791,134.908843537,18.990847966,22.4216035066,3.04560048037,3.84611775878,3.75238224849,167.060075781,57626.5010314,1184909.56359,2108.83882365,1336.48060625,32386093.5796,9479276.50875,0,False,False,False,False,False,False,False,2014-06-23,2014-06-23,2014-06-17,2014-06-23,guerillacoin,1,21,1,6,134,134,0,0.00392773,0.001510523,0.001512092,0.0001226216,1.721289e-05,0.0001226319,1.721289e-05,0.0,3.0,0.0001281497,0.0001105881,0.0001339647,0.0001337646,0.0
DTC,Datacoin,0.00114352,2.75359e-06,415.283321046,415.283321046,304.107439665,13.7681879502,15.2723740027,29.7852006915,29.7852006915,1.10012151598,0.0,28654.8028355,0.0,837.19247366,0.0,21806304.9578,0.0,2,False,False,False,False,False,True,False,2013-12-07,2013-12-07,2013-11-05,2013-12-07,oocook5u,1,27,1,32,94,93,1,0.06194483,0.005990861,0.006021124,0.0005987729,7.288708e-05,0.0005990268,7.288944e-05,19995.75,3.0,7.433123e-05,5.82849e-05,0.0002207069,0.0001896134,0.0
007,007Coin,0.000823021,2.06e-06,399.524757282,399.524757282,262.108598726,55.8538736288,55.8538736288,38.6993456249,38.6993456249,0.573181831498,1.31884210633,26951.6352596,1602.44040715,147.880912526,1.31884210633,6953521.89698,1602.44040715,1,False,False,False,False,False,False,False,2015-04-23,2015-04-23,2015-04-21,2015-04-23,007coin,1,7,1,2,51,51,0,0.03607843,0.00110972,0.001110676,8.846257e-05,1.362231e-05,8.846835e-05,1.362231e-05,0.0,3.0,1.133396e-05,9.833791e-06,3.433447e-05,3.238896e-05,0.0
GUN,Guncoin,2.87542e-06,5.64799e-08,50.9105009039,50.9105009039,35.9438283148,12.4378661301,12.6488924353,3.81017096091,3.82318237524,0.133489039787,8.37518093072,176884.094496,2931699.26118,80.894358111,16.7503618614,107191761.265,5863398.52236,3,False,False,False,False,False,False,False,2014-05-11,2014-05-11,2014-03-03,2014-05-11,guncoin_support,1,96,1,69,133,133,0,0.003531556,0.001612741,0.001614539,0.0001427708,1.880689e-05,0.0001427835,1.880689e-05,0.0,4.0,3.930495e-05,3.436092e-05,0.000121986,0.000115565,1.0
YBC,YbCoin,0.00681789,0.000737414,9.24567474987,9.24567474987,4.65693325956,2.44143522365,2.58996133009,2.45661644176,2.45706156871,111.505120524,1.44882061153,40177.4320823,282.877162158,80395.1918977,34.7716946767,28967928.5313,6789.05189178,6,False,False,False,False,True,False,True,2014-01-16,2014-01-16,2013-07-03,2014-01-16,mikaelh,1,142,4,213,292,282,10,0.04339677,0.003791633,0.003806225,0.0003578132,4.756541e-05,0.0003579197,4.756593e-05,143459.6,3.0,0.0003057855,0.0003106371,0.0006953239,0.0007480907,0.0
BET,BetaCoin,0.000200238,3.1e-07,645.929032258,645.929032258,588.935294118,25.6421513309,29.1094899945,37.1514148763,37.1514148763,0.410714777442,0.0,76202.4944944,0.0,308.857512636,0.0,57304275.8598,0.0,0,False,False,False,False,False,False,False,2013-12-14,2013-12-14,2013-10-30,2013-12-14,betacoindev,1,84,4,45,109,104,5,0.01885831,0.005075231,0.00509587,0.000556415,6.799609e-05,0.0005566784,6.799732e-05,103843.6,4.0,0.0001327978,0.000121608,0.0004154721,0.0004110695,0.0
LSD,Lightspeed,0.00011921,4.50587e-06,26.4565999463,6.26102941176,5.37951263538,4.01855853707,13.8855272426,3.72093238938,2.51602634259,0.504565978699,0.542617212217,15749.1476615,17795.2688453,242.191669776,208.907626704,7559590.8775,6851178.50543,0,False,False,False,False,False,False,False,2014-09-13,2014-09-13,2014-09-04,2014-09-13,lightspeedLS,1,45,1,9,110,110,0,0.008006672,0.001326153,0.001327407,0.0001060521,1.538249e-05,0.0001060581,1.538249e-05,0.0,3.0,1.524635e-05,1.35991e-05,4.903933e-05,4.726204e-05,0.0
HUC,HunterCoin,0.00160958,4.0129e-06,401.101447831,401.101447831,306.003802281,19.5243486748,24.6454964653,28.1461488946,37.0223121333,1.23474049868,17.8415240418,21591.4648057,16387.8115075,854.440425086,214.098288501,14941293.6456,196653.73809,1,False,False,True,False,False,False,False,2014-02-14,2014-02-14,2013-09-24,2014-02-14,snailbrain,1,351,15,953,523,456,67,0.02655638,0.002383043,0.002389069,0.0002566941,3.442284e-05,0.0002567504,3.442308e-05,1070824.0,3.0,0.0003020317,0.0003106176,0.0007205683,0.0007265147,0.0
KDC,KlondikeCoin,0.000131729,4.8837e-07,269.731965518,269.731965518,121.971296296,17.1468485903,17.1468485903,5.87188316787,5.87188316787,1.0253274023,1.42872552635,45704.4592697,10845.9452842,720.805163818,1.42872552635,32130234.8666,10845.9452842,1,False,False,False,False,False,True,False,2014-02-02,2014-02-02,2014-01-09,2014-02-02,KlondikeCoin,1,144,11,24,266,260,6,0.04382782,0.002899075,0.002911306,0.0002983222,3.826484e-05,0.0002984196,3.826511e-05,52729.61,4.0,0.0001092846,0.0001081483,0.0003361022,0.0003563265,0.0
TTC,TittieCoin,1.79935e-07,3.5111e-09,51.2474723021,8.99675,5.99783333333,3.92556745386,4.28082991567,3.3328561528,3.095135099,0.351297438183,0.48602516987,6506926.54742,11745620.9464,148.598816351,20.8990823044,2752429929.56,505061700.697,0,False,False,False,False,False,False,False,2014-11-08,2014-11-08,2014-01-29,2014-11-08,vertoe,1,208,11,284,66,37,29,0.02703963,0.001240645,0.001241939,0.0001001441,1.935489e-05,0.0001001515,1.935496e-05,79146.38,4.0,1.00258e-05,9.115323e-06,3.264886e-05,3.19407e-05,0.0
NMB,Nimbus,1.52853e-05,8e-08,191.06625,191.06625,80.4489473684,16.7632910649,17.2603278495,5.56928394455,5.83649721484,0.253526451172,19.8843957801,92373.7704876,1454794.62305,123.467381721,39.7687915602,44986026.2275,2909589.2461,0,False,False,False,False,False,False,False,2014-09-04,2014-09-05,2014-05-23,2014-09-05,sr.machado,1,368,8,214,231,208,23,0.02034015,0.001335328,0.001337412,0.0001068376,2.038295e-05,0.00010685,2.038304e-05,544317.9,4.0,6.764953e-05,6.087486e-05,0.0001980373,0.0001907262,0.0
GRT,Grantcoin,1.59e-06,4.99765e-07,3.18149530279,3.12144175272,3.11886402734,2.09408715742,3.2351706149,2.31084445723,2.23153664736,0.238086222701,0.269464263741,346025.300674,404719.314799,39.046140523,17.2457128794,56748149.3105,25902036.1471,1,False,False,False,False,False,False,True,2015-07-27,2015-07-27,2015-05-03,2015-07-27,The Grantcoin Foundation,1,49,1,85,50,50,0,0.01061224,0.001078484,0.001079382,8.310937e-05,1.31761e-05,8.311396e-05,1.31761e-05,0.0,4.0,1.163947e-05,9.97987e-06,2.900812e-05,2.732452e-05,0.0
FLAP,FlappyCoin,4.92666e-08,2.51764e-10,195.685642109,195.685642109,61.4398647157,13.2386850863,13.2386850863,10.328888609,10.328888609,1.11147691835,13.823753008,233024427.93,280590765.508,758.027258314,13.823753008,1.58922659848e+11,280590765.508,0,False,False,False,False,False,False,False,2014-02-22,2014-02-22,2014-02-14,2014-02-22,flappycoin,1,42,3,8,253,253,0,0.008281573,0.002203016,0.002207009,0.000237077,2.444271e-05,0.0002371108,2.444271e-05,0.0,4.0,0.0001817713,0.0001581158,0.000575282,0.0005434651,0.0
BLU,BlueCoin,1.49075e-06,5e-08,29.815,29.815,29.815,4.82011410975,8.93062471493,4.16388552431,5.80838908492,1.92395767761,3.70032411286,5373898.72426,9365319.00417,1190.92980244,980.585889907,3326443310.32,2481809536.1,1,False,False,False,False,False,False,False,2014-04-27,2014-04-28,2014-04-22,2014-04-28,BlueCoiner,1,36,1,6,125,125,0,0.009032258,0.001628573,0.001630532,0.0001528311,1.960438e-05,0.0001528481,1.960438e-05,0.0,4.0,2.75598e-05,2.423382e-05,9.157269e-05,8.658702e-05,0.0
SOLE,Solecoin,2.99927e-05,1e-06,29.9927,29.9927,9.64395498392,4.65818232635,5.60691644189,2.82455180082,3.76452428348,0.163220606444,1.75683814687,15371.2422643,140208.566758,82.0999650412,57.9756588466,7731734.85896,4626882.703,0,False,False,False,False,False,False,False,2014-08-21,2014-08-21,2014-08-08,2014-08-21,solecoin,1,50,1,13,138,138,0,0.006241405,0.00136977,0.001371096,0.0001101292,1.581228e-05,0.0001101382,1.581228e-05,0.0,4.0,2.372413e-05,2.069395e-05,8.19597e-05,7.742749e-05,1.0
FLAX,Flaxscript,1.06482e-05,1.89463e-07,56.2020025018,56.2020025018,35.484892211,8.43173307178,8.43173307178,9.41517129089,9.41517129089,0.00894917158274,0.0380434828774,7912.88512266,3572.76186374,1.47661331115,0.0380434828774,1305626.04524,3572.76186374,1,False,False,False,False,False,False,False,2015-07-25,2015-07-25,2015-06-25,2015-07-25,ocminer,1,7879,78,997,1835,782,1053,0.01487832,0.001078167,0.001079313,8.317611e-05,1.758136e-05,8.318114e-05,1.758144e-05,43856330.0,3.0,0.0001932693,0.0001788858,0.0005064265,0.0005029221,0.0
FTC,Feathercoin,0.00475216,6.94835e-06,683.926399793,683.926399793,668.655305162,16.4467686688,16.4467686688,46.2639547487,46.2639547487,35.5391865431,0.0,345986.52361,0.0,34792.8636257,0.0,338720806.614,0.0,8,False,False,False,False,False,True,True,2013-05-02,2013-05-03,2013-04-21,2013-05-03,thep33t,1,142,1,16,71,29,42,0.08908781,0.01562883,0.01600038,0.001081675,0.0001552616,0.001082255,0.0001552745,35465.12,3.0,7.284356e-05,5.966451e-05,0.0002298319,0.0002079099,0.0
GRE,Greencoin,2.9005e-07,9.99209e-09,29.0279611172,29.0279611172,29.005,4.6254189493,4.85431591843,5.31794708738,5.45367973173,0.180536411999,0.680553973922,3310060.63215,2698638.64697,101.641999955,3.40276986961,1863564135.9,13493193.2349,1,False,False,False,False,False,False,False,2014-06-23,2014-06-23,2014-06-05,2014-06-23,Mesterlovesz74,1,159,2,153,154,129,25,0.03573551,0.001510836,0.001512793,0.000122472,2.260729e-05,0.0001224825,2.260738e-05,398108.2,4.0,2.977909e-05,2.67907e-05,0.0001053996,0.0001017591,0.0
GRC,GridCoin,3.52243e-05,2.45989e-06,14.3194614393,1.83714416848,1.82661702249,3.3480606308,10.9584333662,2.64540784265,1.39135232385,7.92285650753,7.65128220841,595020.674397,623782.40187,2479.85408686,2088.8000429,186241471.086,170292595.711,4,False,False,True,False,False,False,True,2015-02-28,2015-02-28,2013-10-29,2015-02-28,prophetx,1,347,7,661,126,28,98,0.07034921,0.00113143,0.001132861,9.124033e-05,1.8413e-05,9.124601e-05,1.841307e-05,496186.1,3.0,1.948012e-05,1.627386e-05,2.392845e-05,2.212906e-05,0.0
BLK,BlackCoin,0.000552347,4.80995e-06,114.834249836,10.3201920741,9.57044935527,4.67765376178,4.81000755576,3.79521231956,2.95963044949,312.061068629,630.780980423,2144191.98822,9776794.36444,211577.40453,29015.9250994,1453762168.01,449732540.764,15,False,False,True,False,True,True,True,2014-02-28,2014-02-28,2014-02-16,2014-02-28,rat4,1,52,1,14,242,237,5,0.00895031,0.002118936,0.002121969,0.0002242634,3.184836e-05,0.0002242942,3.184852e-05,265458.3,4.0,0.00012495,0.0001068676,0.0003913697,0.0003679476,0.0
CRACK,CrackCoin,1.22028e-05,7e-08,174.325714286,174.325714286,17.4325714286,7.32837348553,7.32837348553,2.5898377366,2.5898377366,0.315449174693,40.6299245144,66948.7475495,3329557.52077,149.522908804,40.6299245144,31733706.3385,3329557.52077,0,False,False,False,False,False,False,False,2014-09-19,2014-09-19,2014-09-04,2014-09-19,OfficialCrackCoin,1,44,2,15,99,99,0,0.004122861,0.001312188,0.001313536,0.0001051165,1.529637e-05,0.0001051248,1.529637e-05,0.0,3.0,2.175433e-05,2.07699e-05,5.664081e-05,5.815685e-05,0.0
GRN,GraniteCoin,1.61046e-05,1.78667e-08,901.375184002,901.375184002,123.881538462,31.0388493625,37.4468475797,15.9373749843,16.8563418939,0.0875577547932,0.790583046676,86648.5830705,88435.7403571,50.2581512513,6.32466437341,49736286.6825,707485.922857,2,False,False,False,False,False,False,False,2014-06-12,2014-06-12,2014-05-22,2014-06-12,GraniteCoin,1,47,1,22,102,91,11,0.02217822,0.00155037,0.001552037,0.0001253416,2.29565e-05,0.0001253534,2.295661e-05,264061.0,4.0,1.859029e-05,1.664995e-05,6.185456e-05,5.952361e-05,0.0
DSB,DarkShibe,0.000164962,9.421e-07,175.100307823,175.100307823,29.9930909091,15.2774530542,16.3943874082,4.5056156079,5.68939638598,0.813652525709,61.7914467311,22223.3333692,456593.223596,355.566153735,185.374340193,9711596.68232,1369779.67079,0,False,False,False,False,False,False,False,2014-10-25,2014-10-25,2014-10-23,2014-10-25,DarkShibe,1,6,1,2,53,53,0,0.02685051,0.001256042,0.001257194,0.000101561,1.484076e-05,0.0001015676,1.484076e-05,0.0,4.0,1.311767e-05,1.132897e-05,4.15289e-05,3.879833e-05,0.0
BLC,Blakecoin,0.00019914,1.40247e-06,141.992342082,141.992342082,89.3365035216,13.2002273175,13.6804661884,19.4643663251,19.7770044131,0.477296832558,4.84007947315,46652.0055976,28538.3255152,331.244001796,19.3603178926,32376491.8847,114153.302061,2,False,False,False,False,False,False,True,2014-02-12,2014-02-12,2013-10-07,2014-02-12,BlueDragon747,1,331,3,176,165,144,21,0.03918411,0.002439933,0.002446843,0.0002606191,3.485713e-05,0.0002606603,3.48575e-05,191901.8,4.0,6.791257e-05,6.088185e-05,0.0001908113,0.0001840631,1.0
COOL,CoolCoin,7.3e-07,5.97474e-08,12.2181048882,6.08333333333,3.47619047619,2.2349966939,5.28767410706,2.12356936625,1.95314990695,0.706255354265,1.05765790362,2054496.21242,3092079.74006,393.384232326,370.180266266,1144354390.32,1082227909.02,0,False,False,False,False,False,False,False,2014-06-28,2014-06-28,2014-05-08,2014-06-28,CoolloveCoin,1,10,2,51,681,679,2,0.002552475,0.001490446,0.001492479,0.000119873,2.239598e-05,0.0001198819,2.239605e-05,1066300.0,4.0,0.0001271597,0.0001128304,0.0004489889,0.0004335157,0.0
HYPER,Hyper,0.00044,3.02659e-06,145.378131825,27.3802115744,27.3802115744,2.6976527451,9.03205654321,3.43174369173,2.85682459747,3.54891142894,3.79421171607,27679.4418381,30770.5360987,2079.66209736,1677.0415785,16220152.9171,13600576.9556,1,False,False,False,False,False,False,True,2014-05-31,2014-05-31,2013-05-30,2014-05-31,shakezula,1,1099,25,405,531,266,265,0.09239772,0.001556022,0.00155888,0.0001302798,2.347011e-05,0.0001302951,2.347024e-05,3129998.0,3.0,0.0001877705,0.0001949802,0.0004233414,0.0004697706,0.0
URC,Unrealcoin,1.59192e-06,9.9993e-09,159.20314422,159.20314422,53.064,14.0341249417,18.2617408757,6.24812779224,9.19924457637,0.100540271741,1.85932153776,394610.574718,2280529.01978,28.2518163592,16.7338938399,110885571.496,20524761.1781,1,False,False,False,False,False,False,False,2015-03-31,2015-03-31,2015-03-23,2015-03-31,USER211,1,19,1,8,57,57,0,0.01942356,0.001123359,0.001124224,9.012762e-05,1.374174e-05,9.013237e-05,1.374174e-05,0.0,4.0,5.979178e-06,5.314592e-06,2.039566e-05,1.9633e-05,0.0
MI,Xiaomicoin,1.46022e-06,9.00283e-08,16.2195665141,16.2195665141,6.35126788743,2.93126033096,2.93126033096,2.68070916645,2.68070916645,2.49334895127,9.20623695516,4577353.67879,6304691.72807,311.668618909,9.20623695516,572169209.849,6304691.72807,2,False,False,False,False,False,False,False,2015-09-04,2015-09-04,2015-05-25,2015-09-04,she9888,1,178,2,515,22,11,11,0.08947368,0.001065779,0.001066728,8.156869e-05,1.73805e-05,8.15721e-05,1.738057e-05,78303.29,4.0,5.574559e-06,4.839347e-06,1.735468e-05,1.625637e-05,0.0
NOC,Nocturna,0.00108583,3.99542e-06,271.768675133,271.768675133,240.321452601,4.43619084304,4.43619084304,2.92276929196,2.92276929196,0.466293853576,1.41312371335,1255.14063552,1301.42261068,76.4721919864,1.41312371335,205843.064225,1301.42261068,2,False,False,False,False,False,False,False,2015-07-27,2015-07-27,2015-07-12,2015-07-27,NocturaDev,1,13,1,15,50,50,0,0.02693878,0.001078434,0.001079347,8.31017e-05,1.31761e-05,8.310642e-05,1.31761e-05,0.0,4.0,4.078144e-06,3.628568e-06,1.447937e-05,1.396945e-05,0.0
EMC2,Einsteinium,7.20995e-06,1.24732e-07,57.80353077,57.80353077,45.4464944184,8.13029438126,9.32583126397,4.43286126416,5.45556864391,2.44668438756,34.164757597,1504284.00297,5356077.91273,1560.98463926,444.141848761,959733193.896,69629012.8655,2,False,False,True,False,False,False,True,2014-04-09,2014-04-09,2014-03-01,2014-04-09,einsteinium,1,71,4,39,213,209,4,0.01207564,0.001700915,0.001702923,0.0001699809,2.744706e-05,0.0001699978,2.744728e-05,224320.7,4.0,7.896123e-05,7.443395e-05,0.0002501061,0.0002531224,0.0
CBX,Crypto Bullion,0.00557563,9.98624e-05,55.8331263819,55.8331263819,11.2820185955,7.27398929161,10.5600706153,7.11576509274,7.11576509274,2.08626927513,0.0,2662.55151114,0.0,1848.43457777,0.0,2359020.63887,0.0,2,False,False,False,False,False,False,False,2013-08-04,2013-08-04,2011-09-03,2013-08-04,tylerR,1,6,1,723,7,6,1,0.04761905,0.01048613,0.01061234,0.000811212,9.818579e-05,0.0008116726,9.818901e-05,0.0,4.0,7.054709e-06,5.905678e-06,2.096095e-05,1.968912e-05,0.0
OPAL,Opal,5.59179e-05,1.88002e-06,29.7432474123,14.425028054,8.10404347826,3.32588034687,3.54610137014,3.63556529215,2.27887886423,3.07644087971,6.74442720204,200018.271173,696506.719642,1479.76806314,532.809748961,96208788.4341,55024030.8517,1,False,False,True,False,False,False,False,2014-09-13,2014-09-13,2014-09-11,2014-09-13,OpalTeam,1,15,3,12,28,27,1,0.02116402,0.001325848,0.001327382,0.0001059829,2.021805e-05,0.0001059922,2.021814e-05,18540.84,4.0,4.348103e-06,4.187334e-06,1.477296e-05,1.533618e-05,0.0
DON,Donationcoin,1.00853e-06,1.02043e-08,98.8338249561,98.8338249561,20.1706,12.5335505646,13.7731454441,11.4833991701,11.9250106992,0.00841342172489,0.0405264393542,95797.5271469,52828.0386324,4.80406380491,0.202632196771,54700388.0009,264140.193162,1,False,False,False,False,False,False,False,2014-06-15,2014-06-15,2014-04-21,2014-06-15,Donationcoin,1,230,11,56,53,49,4,0.01741655,0.001547816,0.001550292,0.0001248077,2.286672e-05,0.0001248197,2.286683e-05,89465.52,4.0,1.499499e-05,1.422663e-05,4.754358e-05,4.85829e-05,0.0
SHF,Shift,0.000603743,2.78231e-06,216.993433514,216.993433514,191.815461061,12.7568341175,13.5275313427,12.0878552543,12.5575737819,0.82313900149,4.09607972502,16480.497669,9760.00796217,102.069236185,8.19215945005,2043581.71096,19520.0159243,2,False,False,False,False,False,False,True,2015-09-05,2015-09-05,2015-08-17,2015-09-05,ShiftTeam,1,169,1,19,123,123,0,0.01306144,0.001064932,0.001065701,8.155819e-05,1.299309e-05,8.156212e-05,1.299309e-05,0.0,3.0,1.913043e-05,1.686014e-05,6.135601e-05,5.869025e-05,0.0
FJC,FujiCoin,2.5246e-07,1.00014e-08,25.2424660548,15.7093343787,8.57549499485,6.38692690698,6.5143153406,5.92903881088,5.88730492682,0.100339728347,0.156916656836,2356484.76448,2609750.83539,20.7703237677,1.25533325469,487792346.247,20878006.6832,4,False,False,False,False,False,False,False,2015-06-14,2015-06-14,2014-06-08,2015-06-14,motty,1,233,1,371,57,55,2,0.01002506,0.001082012,0.001082927,8.486486e-05,1.777752e-05,8.48692e-05,1.77776e-05,20675.72,4.0,6.253822e-06,5.551482e-06,2.152097e-05,2.053504e-05,0.0
CRYPT,CryptCoin,0.00200866,3.68599e-06,544.944506089,544.944506089,374.052141527,36.0928623187,45.8401677644,4.89742086936,5.39065242109,36.2252869021,583.265236646,88322.800311,664398.741037,21409.1445591,13998.3656795,52198774.9838,15945569.7849,1,False,False,False,False,False,False,True,2014-05-26,2014-05-26,2014-05-20,2014-05-26,ccryptcoin,1,21,1,6,80,80,0,0.01012658,0.001574544,0.001576356,0.0001323904,1.806946e-05,0.0001324026,1.806946e-05,0.0,4.0,1.725277e-05,1.53509e-05,6.013169e-05,5.789859e-05,0.0
GLC,GlobalCoin,4.20876e-05,3.19809e-07,131.602300123,131.602300123,80.9376923077,17.4290643058,21.180011212,8.50379875303,8.50379875303,1.43711659634,0.0,290369.380052,0.0,1270.41107116,0.0,256686531.966,0.0,0,False,False,False,False,False,False,False,2013-08-04,2013-08-04,2013-06-26,2013-08-04,SistaFista,1,187,7,67,240,195,45,0.1283484,0.01055481,0.01069087,0.000811741,9.818725e-05,0.0008124871,9.818991e-05,16615.87,3.0,0.0001950561,0.0001785703,0.0005537372,0.0005322262,0.0
GLD,GoldCoin,0.000137016,3.89132e-06,35.2106740129,23.6980153068,21.0793846154,6.50744483655,8.46876636831,7.15764093853,7.15764093853,1.20685090325,0.0,63045.2314462,0.0,1130.81929635,0.0,59073381.8651,0.0,2,False,False,False,False,False,False,False,2013-06-14,2013-06-14,2013-07-27,2013-06-14,MicroGuy,1,83,5,57,81,46,35,0.1052281,0.01237616,0.01252213,0.0008590946,0.0001148287,0.0008597222,0.000114832,11407.03,3.0,9.222736e-05,7.83756e-05,0.0001545758,0.0001413136,0.0
XSEED,BitSeeds,6.20158e-05,1.15e-06,53.9267826087,53.9267826087,9.5087964624,4.8470955123,5.04117174255,1.90031888495,2.03751464817,0.738407574828,33.5137627027,22626.6509379,692625.64602,189.770746731,100.541288108,5815049.29105,2077876.93806,1,False,False,False,False,False,False,True,2015-04-21,2015-04-21,2015-09-28,2015-04-21,worth,1,194,1,473,50,3,47,0.02612245,0.001111064,0.001112284,8.854444e-05,1.808105e-05,8.854892e-05,1.808111e-05,253.1595,4.0,1.158055e-06,1.010351e-06,4.066706e-06,3.85514e-06,0.0
CTM,ContinuumCoin,1.08208e-08,2.45749e-10,44.0319187464,44.0319187464,19.2778639853,8.63695354104,9.44674795905,4.89309395356,5.99187342693,0.463121544482,9.89917597101,209420489.157,982278844.305,313.996407159,79.1934077681,1.41987091648e+11,7858230754.44,0,False,False,False,False,False,False,False,2014-02-27,2014-02-27,2014-02-05,2014-02-27,corsaro,1,21,2,151,16,9,7,0.05833333,0.002113135,0.002116993,0.0002268354,3.198807e-05,0.0002268744,3.198826e-05,35.83333,4.0,5.383398e-06,4.510504e-06,1.436041e-05,1.305106e-05,0.0
CTO,Crypto,9.96965e-06,6.99785e-08,142.467329251,99.7353968048,99.7353968048,13.3545761261,16.2474587179,22.6937380234,22.7723182537,0.0745055235209,0.0109805475891,169595.605872,9577.47038044,17.3597869804,0.164708213836,39515776.1681,143662.055707,1,False,False,False,False,False,False,False,2015-05-18,2015-05-18,2014-11-21,2015-05-18,CryptoNext,1,5,2,178,10,8,2,0.1111111,0.001092336,0.001093562,8.635755e-05,1.790906e-05,8.6362e-05,1.790913e-05,18344.92,4.0,4.562912e-06,3.990812e-06,1.39255e-05,1.344635e-05,0.0
SMC,SmartCoin,0.000271242,6.40087e-07,423.758020394,423.758020394,183.271621622,54.9543129481,58.9739714236,20.2993360872,21.3925483361,0.892943743838,70.4190415961,66826.5429509,313876.374468,624.167676943,211.257124788,46711753.5227,941629.123405,0,False,False,False,False,False,False,False,2014-02-06,2014-02-06,2014-01-06,2014-02-06,smartcoin,1,82,2,31,401,398,3,0.007705736,0.002718107,0.002723103,0.0002851382,3.660096e-05,0.0002851868,3.660129e-05,759173.1,4.0,0.0001893134,0.0001651914,0.0006815962,0.00064465,0.0
RED,RedCoin,2.1966e-05,3.4182e-07,64.261892224,64.261892224,19.6125,6.37580420599,7.68418595866,3.30919252856,3.55141839842,2.281889604,8.32334492597,343768.188499,473591.249381,1626.98728765,233.053657927,245106718.4,13260554.9827,3,False,False,False,False,False,True,False,2014-01-24,2014-01-24,2013-06-30,2014-01-24,Redcoin,1,301,55,208,355,292,63,0.07439214,0.003370887,0.003385899,0.000318802,4.297101e-05,0.0003189108,4.297151e-05,781339.6,3.0,0.0002152058,0.0002657411,0.0005311559,0.0006817671,0.0
CLAM,Clams,0.0136432,0.000149651,91.166781378,13.4376046489,4.40272233535,3.02046357533,10.5492744176,3.44679984899,4.36238338978,39.6380051088,27.6006390442,10014.0927365,4988.27237417,19779.3645493,9715.42494357,4997032.27553,1755871.87571,7,False,False,True,False,False,False,True,2014-08-25,2014-08-25,2014-05-24,2014-08-25,SuperClam,1,196,1,93,195,194,1,0.005501843,0.001364367,0.001365544,0.0001086715,2.06613e-05,0.000108678,2.066138e-05,224706.1,3.0,4.933921e-05,4.411719e-05,0.0001267456,0.0001244982,0.0
XFC,Forevercoin,0.0600262,0.020199,2.97174117531,2.97174117531,2.12929841862,1.54339592608,11.1852583407,1.60682282208,1.78641098326,15.687329809,16.3181653441,419.92929012,427.116626021,3090.40397236,2578.27012436,82726.0701536,67484.4269113,2,False,False,False,False,False,False,False,2015-06-24,2015-06-24,2014-06-22,2015-06-24,finerpay,1,78,1,367,237,237,0,0.01351641,0.001083499,0.001084274,8.440909e-05,1.332605e-05,8.441359e-05,1.332605e-05,0.0,4.0,2.226585e-05,1.960677e-05,6.948239e-05,6.629739e-05,0.0
FCN,Fantomcoin,0.000827176,4e-06,206.794,206.794,103.397,27.775437118,31.938680413,17.6419195463,19.3975932138,0.0824677936956,1.38659039871,1758.864113,3589.98913857,47.6663847561,13.8659039871,1016623.45732,35899.8913857,1,False,False,False,False,False,False,False,2014-06-08,2014-06-08,2014-05-07,2014-06-08,amphibian,1,118,6,43,225,222,3,0.01897822,0.001560197,0.001562712,0.000126453,2.31226e-05,0.000126468,2.31228e-05,362977.9,3.0,7.88394e-05,8.730669e-05,0.0002305846,0.0002675455,0.0
