coin,earliest_trade_date,earliest_mention_date,network_date,num_vertices,num_edges,unweighted_density,weighted_density,unweighted_average_path_length,clustering_coefficient,average_degree,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
XPD,2014-04-15,2014-02-18,2014-04-15,49171,529349,0.0002189394,0.0002489935,3.847889,0.05469477,21.53094,coinweaver,1,34,3,60,69,69,0,0.01236147,0.001703462,0.001705745,0.0001675005,2.033719e-05,0.0001675198,2.033719e-05,0.0,4,4.25703e-05,3.846609e-05,0.0001284136,0.0001249907
COMM,2014-04-15,2014-03-25,2014-04-15,49171,529349,0.0002189394,0.0002489935,3.847889,0.05469477,21.53094,communitycoin,1,128,3,21,576,573,3,0.00485859,0.001704094,0.001707005,0.0001674507,2.708367e-05,0.000167469,2.708383e-05,947994.5,3,0.0002835649,0.0002752761,0.0008152745,0.0008177001
ADN,2014-04-15,2014-04-05,2014-04-15,49171,529349,0.0002189394,0.0002489935,3.847889,0.05469477,21.53094,defaced,1,1146,29,1139,1354,967,387,0.02703839,0.001705145,0.001708135,0.0001674591,2.708386e-05,0.0001674782,2.708401e-05,11469500.0,3,0.000421001,0.0004095279,0.001126597,0.001161378
NAS,2014-04-15,2014-03-20,2014-04-15,49171,529349,0.0002189394,0.0002489935,3.847889,0.05469477,21.53094,Nas_Coin,1,24,1,26,156,156,0,0.01116625,0.00170374,0.001705688,0.0001677294,2.033719e-05,0.000167746,2.033719e-05,0.0,3,5.970761e-05,5.112127e-05,0.0001697426,0.0001571986
CAGE,2014-04-15,2014-01-01,2014-04-15,49171,529349,0.0002189394,0.0002489935,3.847889,0.05469477,21.53094,skyisthelimit,1,62,2,117,109,93,16,0.07764186,0.001703835,0.001706717,0.0001674466,2.708368e-05,0.0001674688,2.708381e-05,46423.64,3,3.298218e-05,2.918247e-05,8.165982e-05,7.680417e-05
PLNC,2014-04-15,2014-03-10,2014-04-15,49171,529349,0.0002189394,0.0002489935,3.847889,0.05469477,21.53094,WalutowyKrol,1,17,1,84,163,158,5,0.006589411,0.001703597,0.001705498,0.0001674408,2.708363e-05,0.0001674609,2.708374e-05,174820.5,4,3.751341e-05,3.304606e-05,0.0001235931,0.0001182086
NRS,2014-04-20,2014-09-05,2014-04-20,49835,535948,0.0002158011,0.0002452392,3.852091,0.05436369,21.5089,chocobo,1,73,0,118,15,0,15,0.03809524,0.001644352,0.001648076,2.006622e-05,2.669759e-05,2.006622e-05,2.669782e-05,0.0,inf,1.146339e-06,1.048332e-06,4.486509e-06,4.415196e-06
AC,2014-04-20,2014-05-04,2014-04-20,49835,535948,0.0002158011,0.0002452392,3.852091,0.05436369,21.5089,Maestro1,1,20,0,15,3,0,3,0.0,0.001643591,0.001646306,2.006622e-05,2.669756e-05,2.006622e-05,2.669771e-05,0.0,inf,1.146339e-06,1.048332e-06,4.486509e-06,4.415196e-06
BITS,2014-04-23,2014-04-17,2014-04-23,50226,539996,0.0002140589,0.0002431403,3.854558,0.05418753,21.50265,Bitstar_coin,1,53,1,6,61,61,0,0.005464481,0.001647061,0.001649089,0.0001608879,1.991001e-05,0.0001609,1.991001e-05,0.0,4,1.846203e-05,1.624741e-05,6.353902e-05,6.05402e-05
POP,2014-04-23,2014-02-02,2014-04-23,50226,539996,0.0002140589,0.0002431403,3.854558,0.05418753,21.50265,cryptojette,1,111,21,84,106,88,18,0.04212454,0.001647806,0.001649527,0.0001606681,2.648405e-05,0.0001606834,2.648419e-05,177579.1,3,5.361219e-05,4.695528e-05,0.0001338297,0.0001301996
XSI,2014-04-23,2014-04-16,2014-04-23,50226,539996,0.0002140589,0.0002431403,3.854558,0.05418753,21.50265,cryptonewbie,1,165,6,62,59,27,32,0.0369026,0.001647291,0.00164927,0.0001606575,2.648404e-05,0.0001606792,2.648417e-05,142547.3,4,7.750819e-06,6.864578e-06,2.477671e-05,2.36609e-05
CCN,2014-04-25,2014-02-22,2014-04-25,50577,543089,0.0002123073,0.0002410779,3.856928,0.0540249,21.47573,Cannacoin,1,75,3,62,68,65,3,0.01356852,0.001652602,0.001655233,0.0001570763,2.627795e-05,0.0001570929,2.627813e-05,161503.4,4,3.30816e-05,3.005091e-05,0.0001100633,0.0001074677
BLU,2014-04-28,2014-04-22,2014-04-28,51009,547122,0.0002102764,0.0002386813,3.859429,0.05383764,21.45198,BlueCoiner,1,36,1,6,125,125,0,0.009032258,0.001628573,0.001630532,0.0001528311,1.960438e-05,0.0001528481,1.960438e-05,0.0,4,2.75598e-05,2.423382e-05,9.157269e-05,8.658702e-05
DIEM,2014-04-28,2014-03-13,2014-04-28,51009,547122,0.0002102764,0.0002386813,3.859429,0.05383764,21.45198,Carpe Diem Coin,1,354,11,46,184,175,9,0.0120699,0.001628862,0.001632384,0.0001526012,2.603853e-05,0.0001526293,2.603864e-05,674847.0,3,9.90476e-05,9.83216e-05,0.0002849174,0.0003030811
MAID,2014-04-28,2014-04-19,2014-04-28,51009,547122,0.0002102764,0.0002386813,3.859429,0.05383764,21.45198,Chang Hum,1,238,1,604,173,139,34,0.03233305,0.001629114,0.001630645,0.0001526033,2.603862e-05,0.0001526167,2.603872e-05,463836.7,3,0.0001786941,0.0001516802,0.0004122145,0.000375866
LGD,2014-04-28,2014-03-25,2014-04-28,51009,547122,0.0002102764,0.0002386813,3.859429,0.05383764,21.45198,legendarycoin,1,86,2,34,106,104,2,0.00989011,0.001628504,0.001631091,0.0001525967,2.603843e-05,0.0001526101,2.603861e-05,117310.3,4,2.938809e-05,2.644066e-05,9.980015e-05,9.646975e-05
ZS,2014-05-02,2014-04-25,2014-05-02,51678,553417,0.0002072245,0.000235053,3.864322,0.05358037,21.4179,CryptoGir,1,23,1,49,96,93,3,0.01162281,0.00162834,0.00163032,0.0001475495,2.56469e-05,0.0001475651,2.564703e-05,152687.1,4,4.28796e-05,3.80075e-05,0.000141701,0.000135846
XBC,2014-05-03,2014-03-30,2014-05-03,51816,554692,0.0002065971,0.0002343244,3.865499,0.05353146,21.41007,XBCplus,1,71,6,34,189,188,1,0.005234718,0.001618182,0.001621335,0.0001470789,2.557097e-05,0.0001471024,2.55711e-05,292965.9,4,7.369046e-05,7.335323e-05,0.0002310986,0.0002408851
VGC,2014-05-06,2014-02-15,2014-05-06,52246,558835,0.0002047281,0.000232101,3.867655,0.05338287,21.39245,Byates,1,11,1,80,55,54,1,0.01279461,0.001617965,0.00161989,0.0001452801,2.53449e-05,0.0001452964,2.534507e-05,123517.8,4,1.784864e-05,1.570326e-05,6.12093e-05,5.816162e-05
NYC,2014-05-06,2014-03-18,2014-05-06,52246,558835,0.0002047281,0.000232101,3.867655,0.05338287,21.39245,scryptenthusiast,1,98,7,49,43,40,3,0.02657807,0.001617503,0.001620642,0.0001452766,2.534485e-05,0.0001453016,2.534499e-05,103375.3,4,1.371978e-05,1.325501e-05,4.336735e-05,4.512372e-05
CDN,2014-05-11,2014-03-28,2014-05-11,53172,569249,0.0002013429,0.0002279899,3.873308,0.05280961,21.41161,5RedneX,1,14,2,47,25,25,0,0.02333333,0.001612529,0.001614581,0.0001426475,1.880689e-05,0.000142664,1.880689e-05,0.0,3,2.615692e-05,2.441077e-05,7.814699e-05,7.918683e-05
PINK,2014-05-11,2014-05-01,2014-05-11,53172,569249,0.0002013429,0.0002279899,3.873308,0.05280961,21.41161,bigman,1,39,3,10,168,168,0,0.003421728,0.001612785,0.001614969,0.0001429134,1.880689e-05,0.0001429292,1.880689e-05,0.0,4,2.989767e-05,2.735325e-05,0.0001051612,0.0001034338
CRT,2014-05-11,2014-04-03,2014-05-11,53172,569249,0.0002013429,0.0002279899,3.873308,0.05280961,21.41161,digitaldj,1,1,1,38,2,2,0,0.0,0.001611432,0.001613866,0.0001425953,1.880689e-05,0.000142611,1.880689e-05,0.0,4,1.540514e-06,1.386485e-06,5.735179e-06,5.604248e-06
GUN,2014-05-11,2014-03-03,2014-05-11,53172,569249,0.0002013429,0.0002279899,3.873308,0.05280961,21.41161,guncoin_support,1,96,1,69,133,133,0,0.003531556,0.001612741,0.001614539,0.0001427708,1.880689e-05,0.0001427835,1.880689e-05,0.0,4,3.930495e-05,3.436092e-05,0.000121986,0.000115565
SILK,2014-05-11,2014-02-12,2014-05-11,53172,569249,0.0002013429,0.0002279899,3.873308,0.05280961,21.41161,silkcoinproject,1,2,1,88,11,11,0,0.05454545,0.001612052,0.001614055,0.0001426193,1.880689e-05,0.000142629,1.880689e-05,0.0,4,1.538297e-05,1.279232e-05,3.660678e-05,3.033902e-05
XLB,2014-05-13,2014-05-08,2014-05-13,53546,572588,0.0001997046,0.0002260554,3.87585,0.05265405,21.38677,Libertycoin,1,67,6,62,243,242,1,0.00499949,0.001610487,0.001612447,0.0001400741,2.464212e-05,0.0001400879,2.464224e-05,258393.4,3,6.548375e-05,5.863717e-05,0.0001786441,0.0001728007
OC,2014-05-13,2014-04-23,2014-05-13,53546,572588,0.0001997046,0.0002260554,3.87585,0.05265405,21.38677,Orangecoin,1,59,1,20,157,157,0,0.007594317,0.001610349,0.001612147,0.0001402898,1.867553e-05,0.0001403031,1.867553e-05,0.0,4,3.68053e-05,3.240395e-05,0.0001218854,0.0001152938
NAUT,2014-05-15,2014-05-01,2014-05-15,53933,575937,0.0001980003,0.0002240399,3.875796,0.05251577,21.3575,BK_PHI,1,80,1,14,172,172,0,0.006323949,0.001599982,0.001601721,0.0001364237,1.854152e-05,0.0001364335,1.854152e-05,0.0,3,5.955578e-05,5.482156e-05,0.0001887531,0.0001866751
ENRG,2014-05-15,2014-04-29,2014-05-15,53933,575937,0.0001980003,0.0002240399,3.875796,0.05251577,21.3575,energycr,1,123,1,16,507,507,0,0.004669801,0.001600149,0.001601836,0.0001368345,1.854152e-05,0.000136844,1.854152e-05,0.0,3,0.0001518613,0.0001339682,0.0004693979,0.0004434413
VRC,2014-05-16,2014-05-09,2014-05-16,54149,577565,0.000196979,0.0002228484,3.876434,0.05243024,21.33243,effectsToCause,1,76,1,7,130,130,0,0.001908169,0.001602291,0.001604086,0.0001347635,1.846756e-05,0.0001347739,1.846756e-05,0.0,3,2.316641e-05,2.062226e-05,8.337052e-05,7.995697e-05
CHA,2014-05-20,2014-03-23,2014-05-20,54613,583490,0.0001956327,0.0002212005,3.878718,0.05215436,21.36817,magician,1,35,1,58,190,190,0,0.003285993,0.001584661,0.001586255,0.0001339904,1.831066e-05,0.0001340008,1.831066e-05,0.0,3,9.642704e-05,8.634724e-05,0.0002532807,0.0002428735
XMR,2014-05-20,2014-04-25,2014-05-20,54613,583490,0.0001956327,0.0002212005,3.878718,0.05215436,21.36817,monero,1,8,3,27,217,216,1,0.0211025,0.001585045,0.001587681,0.0001336909,2.40999e-05,0.0001337071,2.41e-05,197571.0,3,0.0001642502,0.0001704738,0.0004624902,0.0005123386
TEK,2014-05-20,2013-09-07,2014-05-20,54613,583490,0.0001956327,0.0002212005,3.878718,0.05215436,21.36817,thundertoe,1,289,37,1078,723,683,40,0.02600582,0.001585546,0.001588319,0.0001336957,2.410016e-05,0.0001337106,2.410026e-05,686434.6,3,0.0003103063,0.0003208476,0.0006967222,0.0007782895
SYNC,2014-05-21,2014-05-13,2014-05-21,54803,585116,0.0001948199,0.000220252,3.882401,0.05205406,21.35343,MsCollec,1,1046,4,369,659,282,377,0.02383525,0.001583447,0.00158587,0.0001336904,2.400304e-05,0.0001337007,2.400316e-05,3574027.0,3,8.31253e-05,7.322801e-05,0.0002594975,0.0002465082
UNB,2014-05-23,2014-03-27,2014-05-23,55031,588038,0.0001941738,0.0002194709,3.884655,0.05191981,21.37115,jimblasko,1,66,5,57,64,62,2,0.01388889,0.001576995,0.001578592,0.0001335232,2.389891e-05,0.0001335337,2.389906e-05,113685.2,4,1.534037e-05,1.364494e-05,4.922955e-05,4.701386e-05
PHO,2014-05-23,2014-02-21,2014-05-23,55031,588038,0.0001941738,0.0002194709,3.884655,0.05191981,21.37115,photon_coin,1,6,1,91,62,61,1,0.02432575,0.001577087,0.001578783,0.000133524,2.389895e-05,0.000133533,2.389908e-05,39603.33,4,4.635752e-05,4.090751e-05,0.0001092776,0.0001026157
XC,2014-05-23,2014-05-29,2014-05-23,55031,588038,0.0001941738,0.0002194709,3.884655,0.05191981,21.37115,Teka,1,318,11,416,118,69,49,0.04494548,0.001577683,0.001580064,0.0001335285,2.389915e-05,0.0001335393,2.389928e-05,158786.1,4,3.123787e-05,2.642633e-05,7.20438e-05,6.601015e-05
CRYPT,2014-05-26,2014-05-20,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,ccryptcoin,1,21,1,6,80,80,0,0.01012658,0.001574544,0.001576356,0.0001323904,1.806946e-05,0.0001324026,1.806946e-05,0.0,4,1.725277e-05,1.53509e-05,6.013169e-05,5.789859e-05
XDQ,2014-05-26,2014-05-19,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,coinweaver,1,76,4,101,157,156,1,0.01290217,0.00157501,0.001577053,0.0001322574,2.375714e-05,0.0001322713,2.375727e-05,255368.4,3,0.0001069253,9.702916e-05,0.0002982171,0.0002897378
CURE,2014-05-26,2013-05-07,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,cygnusxi,1,259,23,408,534,508,26,0.02451472,0.001575574,0.001578409,0.0001322634,2.37572e-05,0.0001322795,2.375734e-05,4111064.0,3,0.0003845848,0.0004436691,0.0008599561,0.001025188
QCN,2014-05-26,2014-05-19,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,OracionSeis,1,232,10,365,280,259,21,0.01894598,0.001575282,0.001577887,0.00013226,2.37572e-05,0.000132273,2.375735e-05,1565472.0,3,0.0001437029,0.0001515519,0.0004038611,0.0004586818
QORA,2014-05-26,2014-03-19,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,qora,1,74,1,68,228,228,0,0.007496715,0.001574913,0.001576543,0.0001325198,1.806946e-05,0.0001325308,1.806946e-05,0.0,3,5.352462e-05,4.576159e-05,0.0001735844,0.0001602516
QB,2014-05-26,2014-02-26,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,QuarkBar,1,26,1,89,208,208,0,0.01272761,0.001574981,0.001576595,0.0001323625,1.806946e-05,0.0001323733,1.806946e-05,0.0,3,8.962623e-05,7.991926e-05,0.000293519,0.0002826517
SCOT,2014-05-26,2014-04-10,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,retrend,1,67,1,250,54,4,50,0.1369672,0.001574551,0.001577695,0.0001322464,2.37572e-05,0.0001322588,2.375728e-05,452.8386,4,3.661801e-06,3.153254e-06,9.812053e-06,9.262772e-06
SUPER,2014-05-26,2014-05-21,2014-05-26,55342,591927,0.0001932673,0.0002183991,3.884302,0.0518064,21.3916,supercointeam,1,107,1,5,145,145,0,0.005651341,0.001574694,0.001576448,0.0001324978,1.806946e-05,0.0001325075,1.806946e-05,0.0,4,2.705832e-05,2.474007e-05,9.616084e-05,9.379704e-05
BOST,2014-05-30,2014-05-09,2014-05-30,55852,597848,0.000191652,0.0002164696,3.886265,0.05158648,21.40829,mammix2,1,531,14,100,504,470,34,0.008416834,0.001562996,0.00156585,0.0001306523,2.352025e-05,0.0001306675,2.352035e-05,1414067.0,3,0.0001223287,0.0001121227,0.0003917603,0.0003853168
HYPER,2014-05-31,2013-05-30,2014-05-31,55968,599079,0.0001912514,0.0002160077,3.886687,0.05152073,21.40791,shakezula,1,1099,25,405,531,266,265,0.09239772,0.001556022,0.00155888,0.0001302798,2.347011e-05,0.0001302951,2.347024e-05,3129998.0,3,0.0001877705,0.0001949802,0.0004233414,0.0004697706
MOTO,2014-06-03,2014-05-01,2014-06-03,56269,602887,0.0001904134,0.0002150076,3.888323,0.05138151,21.42874,WilliamLie2,1,84,2,33,154,154,0,0.007639419,0.001548071,0.001549728,0.0001300199,1.777177e-05,0.0001300288,1.777177e-05,0.0,3,7.56045e-05,6.599472e-05,0.0002321266,0.0002190359
CLOAK,2014-06-06,2014-06-03,2014-06-06,56608,607434,0.0001895586,0.0002139783,3.887762,0.05120286,21.46107,TheDagger,1,43,2,6,239,239,0,0.008227559,0.001555345,0.001557941,0.0001280221,1.766535e-05,0.0001280334,1.766535e-05,0.0,3,5.830161e-05,5.641785e-05,0.0001930725,0.0002004907
FCN,2014-06-08,2014-05-07,2014-06-08,56794,610380,0.0001892323,0.0002135516,3.886763,0.05107831,21.49452,amphibian,1,118,6,43,225,222,3,0.01897822,0.001560197,0.001562712,0.000126453,2.31226e-05,0.000126468,2.31228e-05,362977.9,3,7.88394e-05,8.730669e-05,0.0002305846,0.0002675455
LIMX,2014-06-08,2014-06-03,2014-06-08,56794,610380,0.0001892323,0.0002135516,3.886763,0.05107831,21.49452,IParn,1,234,3,65,269,261,8,0.00936303,0.001560276,0.00156269,0.0001264546,2.312261e-05,0.0001264646,2.312273e-05,511254.0,4,8.474441e-05,8.396237e-05,0.000273009,0.0002890714
C2,2014-06-08,2014-02-23,2014-06-08,56794,610380,0.0001892323,0.0002135516,3.886763,0.05107831,21.49452,joel511,1,162,7,105,274,263,11,0.01197212,0.00156033,0.001563054,0.0001264541,2.312268e-05,0.00012647,2.312275e-05,401605.2,3,7.183963e-05,7.40307e-05,0.000222747,0.0002494667
GOOD,2014-06-08,2014-04-21,2014-06-08,56794,610380,0.0001892323,0.0002135516,3.886763,0.05107831,21.49452,Seefude,1,229,4,146,244,224,20,0.01639176,0.001560381,0.001562809,0.0001264541,2.31227e-05,0.0001264677,2.312279e-05,385721.6,4,6.549482e-05,5.699749e-05,0.0002075468,0.0001952519
ELT,2014-06-12,2014-05-25,2014-06-12,57185,615565,0.000188239,0.0002123348,3.887562,0.05090775,21.5289,electron-coin,1,17,1,18,29,29,0,0.004926108,0.001549768,0.001551625,0.0001253685,1.74871e-05,0.0001253811,1.74871e-05,0.0,4,7.92166e-06,6.507126e-06,2.302925e-05,2.072202e-05
ABY,2014-06-12,2014-03-06,2014-06-12,57185,615565,0.000188239,0.0002123348,3.887562,0.05090775,21.5289,First.Bitcoins,1,181,39,124,91,64,27,0.03498468,0.001550492,0.001552926,0.0001253408,2.295656e-05,0.000125353,2.295667e-05,116052.7,4,1.497746e-05,1.34407e-05,4.593441e-05,4.403336e-05
FC2,2014-06-12,2014-04-30,2014-06-12,57185,615565,0.000188239,0.0002123348,3.887562,0.05090775,21.5289,FuelCoinTeam,1,26,1,43,48,48,0,0.01152482,0.001550125,0.001551837,0.0001253867,1.74871e-05,0.0001253969,1.74871e-05,0.0,4,1.935081e-05,1.691596e-05,5.368419e-05,5.085934e-05
GRN,2014-06-12,2014-05-22,2014-06-12,57185,615565,0.000188239,0.0002123348,3.887562,0.05090775,21.5289,GraniteCoin,1,47,1,22,102,91,11,0.02217822,0.00155037,0.001552037,0.0001253416,2.29565e-05,0.0001253534,2.295661e-05,264061.0,4,1.859029e-05,1.664995e-05,6.185456e-05,5.952361e-05
VOOT,2014-06-12,2014-06-04,2014-06-12,57185,615565,0.000188239,0.0002123348,3.887562,0.05090775,21.5289,MsCollec,1,1159,5,391,785,387,398,0.02159376,0.001551539,0.001553841,0.0001253462,2.295664e-05,0.0001253549,2.295674e-05,5209966.0,3,9.868523e-05,8.751981e-05,0.0003063238,0.0002928403
URO,2014-06-12,2014-05-08,2014-06-12,57185,615565,0.000188239,0.0002123348,3.887562,0.05090775,21.5289,true-asset,1,192,6,35,145,140,5,0.007187257,0.00155037,0.001553033,0.0001253409,2.295648e-05,0.0001253502,2.295655e-05,179392.6,4,2.693546e-05,2.373352e-05,8.974655e-05,8.589475e-05
DON,2014-06-15,2014-04-21,2014-06-15,57437,620110,0.0001879686,0.0002119676,3.887967,0.05078101,21.5927,Donationcoin,1,230,11,56,53,49,4,0.01741655,0.001547816,0.001550292,0.0001248077,2.286672e-05,0.0001248197,2.286683e-05,89465.52,4,1.499499e-05,1.422663e-05,4.754358e-05,4.85829e-05
FRAC,2014-06-15,2014-06-12,2014-06-15,57437,620110,0.0001879686,0.0002119676,3.887967,0.05078101,21.5927,Fractalcoin,1,1,1,3,87,87,0,0.01122694,0.001547706,0.001549273,0.0001248542,1.741038e-05,0.0001248614,1.741038e-05,0.0,4,2.4289e-05,2.276812e-05,8.125517e-05,8.157552e-05
DRS,2014-06-15,2014-05-01,2014-06-15,57437,620110,0.0001879686,0.0002119676,3.887967,0.05078101,21.5927,Nthused,1,988,16,166,279,104,175,0.03612648,0.001548674,0.001550781,0.0001248113,2.286683e-05,0.0001248269,2.286692e-05,1485656.0,3,2.726412e-05,2.468628e-05,7.19891e-05,6.887846e-05
PIGGY,2014-06-15,2014-05-31,2014-06-15,57437,620110,0.0001879686,0.0002119676,3.887967,0.05078101,21.5927,piggycoin,1,320,4,110,339,331,8,0.003500355,0.001548186,0.001550533,0.0001248116,2.286677e-05,0.0001248231,2.286687e-05,881524.4,3,8.486462e-05,8.267759e-05,0.0002737,0.0002767213
SFR,2014-06-15,2014-04-27,2014-06-15,57437,620110,0.0001879686,0.0002119676,3.887967,0.05078101,21.5927,saffroncoin,1,362,1,49,130,129,1,0.005485987,0.001547907,0.001549506,0.0001248087,2.286659e-05,0.0001248181,2.286674e-05,180226.6,3,3.477204e-05,3.071633e-05,0.0001099855,0.0001058328
START,2014-06-15,2014-06-13,2014-06-15,57437,620110,0.0001879686,0.0002119676,3.887967,0.05078101,21.5927,startcoinproject,1,2,1,2,36,36,0,0.01904762,0.001547726,0.001549527,0.0001248221,1.741038e-05,0.0001248339,1.741038e-05,0.0,4,5.022315e-06,4.447854e-06,1.710745e-05,1.629382e-05
BCN,2014-06-17,2014-03-12,2014-06-17,57603,622900,0.0001877276,0.0002116847,3.886678,0.05072882,21.62735,DStrange,1,110,4,141,181,165,16,0.03672316,0.001531546,0.001533804,0.0001243315,2.279535e-05,0.0001243448,2.279543e-05,362331.7,3,9.049163e-05,0.0001082665,0.0002464104,0.000310513
GLYPH,2014-06-17,2014-06-08,2014-06-17,57603,622900,0.0001877276,0.0002116847,3.886678,0.05072882,21.62735,GLYPH,1,7,1,9,39,38,1,0.01214575,0.001531136,0.001532964,0.0001243272,2.27953e-05,0.0001243398,2.279536e-05,10969.65,4,4.575243e-06,4.066753e-06,1.593068e-05,1.521233e-05
MIN,2014-06-21,2014-06-05,2014-06-21,57916,627728,0.0001871433,0.0002109698,3.889155,0.05062087,21.67719,Minerals,1,102,1,25,247,244,3,0.0068793,0.001517552,0.001519043,0.0001233334,2.267946e-05,0.0001233431,2.267955e-05,182366.3,4,4.561628e-05,4.027326e-05,0.0001559015,0.0001486304
RZR,2014-06-21,2014-06-08,2014-06-21,57916,627728,0.0001871433,0.0002109698,3.889155,0.05062087,21.67719,RazorTech,1,39,1,13,164,164,0,0.00770612,0.001517533,0.001519067,0.0001234859,1.726639e-05,0.000123495,1.726639e-05,0.0,3,9.26293e-05,8.248396e-05,0.0002681065,0.0002558789
GUE,2014-06-23,2014-06-17,2014-06-23,58096,630133,0.000186698,0.0002104257,3.889078,0.05055379,21.69282,guerillacoin,1,21,1,6,134,134,0,0.00392773,0.001510523,0.001512092,0.0001226216,1.721289e-05,0.0001226319,1.721289e-05,0.0,3,0.0001281497,0.0001105881,0.0001339647,0.0001337646
GRE,2014-06-23,2014-06-05,2014-06-23,58096,630133,0.000186698,0.0002104257,3.889078,0.05055379,21.69282,Mesterlovesz74,1,159,2,153,154,129,25,0.03573551,0.001510836,0.001512793,0.000122472,2.260729e-05,0.0001224825,2.260738e-05,398108.2,4,2.977909e-05,2.67907e-05,0.0001053996,0.0001017591
BBR,2014-06-24,2014-04-20,2014-06-24,58183,631525,0.0001865513,0.0002102438,3.888474,0.05051362,21.70823,crypto_zoidberg,1,214,6,208,211,204,7,0.02701562,0.001508624,0.001511144,0.0001222065,2.257459e-05,0.0001222191,2.25747e-05,185026.2,3,9.529286e-05,9.425801e-05,0.000254635,0.0002684914
XDN,2014-06-24,2014-09-19,2014-06-24,58183,631525,0.0001865513,0.0002102438,3.888474,0.05051362,21.70823,dNote,1,24,1,25,148,148,0,0.01213458,0.001508366,0.001509866,0.0001223683,1.718715e-05,0.0001223762,1.718715e-05,0.0,3,5.04091e-05,4.163846e-05,0.0001491687,0.0001341467
SHA,2014-06-25,2014-03-17,2014-06-25,58306,633045,0.0001862122,0.0002098307,3.888372,0.05045588,21.71457,matt4054,1,168,4,468,86,26,60,0.03584131,0.001501665,0.001503236,0.0001215768,2.252583e-05,0.0001215869,2.252591e-05,128520.2,4,1.380318e-05,1.132927e-05,3.161444e-05,2.801461e-05
COOL,2014-06-28,2014-05-08,2014-06-28,58618,636853,0.0001853434,0.000208779,3.888044,0.05034615,21.72892,CoolloveCoin,1,10,2,51,681,679,2,0.002552475,0.001490446,0.001492479,0.000119873,2.239598e-05,0.0001198819,2.239605e-05,1066300.0,4,0.0001271597,0.0001128304,0.0004489889,0.0004335157
DIG,2014-06-28,2014-05-06,2014-06-28,58618,636853,0.0001853434,0.000208779,3.888044,0.05034615,21.72892,DSF,1,110,1,68,199,197,2,0.007309274,0.001490349,0.001491813,0.000119873,2.239607e-05,0.0001198809,2.239616e-05,215405.9,4,3.53519e-05,3.126255e-05,0.0001214278,0.0001154526
THC,2014-06-28,2014-03-08,2014-06-28,58618,636853,0.0001853434,0.000208779,3.888044,0.05034615,21.72892,HempCoin,1,64,1,112,135,135,0,0.004090658,0.001490066,0.00149168,0.000120087,1.705961e-05,0.0001200983,1.705961e-05,0.0,4,3.486499e-05,3.048867e-05,0.0001231062,0.0001162737
XGR,2014-06-28,2014-06-05,2014-06-28,58618,636853,0.0001853434,0.000208779,3.888044,0.05034615,21.72892,Mesterlovesz74,1,177,2,158,163,138,25,0.03317428,0.001490573,0.001492473,0.0001198736,2.239616e-05,0.0001198835,2.239624e-05,459664.5,4,3.243276e-05,2.919106e-05,0.0001151618,0.0001112457
ROX,2014-07-01,2014-06-28,2014-07-01,58903,640584,0.0001846296,0.0002079112,3.88785,0.0502232,21.75047,Roxcoin,1,23,1,3,107,107,0,0.009345794,0.001481402,0.001482958,0.0001185224,1.697706e-05,0.0001185309,1.697706e-05,0.0,4,1.874686e-05,1.629011e-05,5.774061e-05,5.460907e-05
XXX,2014-07-03,2014-06-25,2014-07-03,59142,643555,0.0001839898,0.0002071763,3.887745,0.05008947,21.76304,XXX_Coindev,1,2,1,8,159,158,1,0.009871825,0.001466356,0.00146782,0.0001180763,1.690874e-05,0.0001180855,1.690874e-05,276.8333,3,7.261421e-05,6.442245e-05,0.0002323157,0.00022255
CYC,2014-07-05,2014-04-30,2014-07-05,59345,646190,0.0001834814,0.0002065658,3.888512,0.05000232,21.7774,ConspiracyCoin,1,175,3,66,223,222,1,0.009089807,0.001470652,0.001472139,0.000116944,2.210831e-05,0.0001169529,2.210837e-05,165121.0,4,2.956608e-05,2.629617e-05,9.988301e-05,9.56273e-05
LIT,2014-07-05,2014-06-12,2014-07-05,59345,646190,0.0001834814,0.0002065658,3.888512,0.05000232,21.7774,Lightcoinproject,1,34,1,23,102,102,0,0.01184236,0.0014705,0.001472027,0.0001169819,1.685062e-05,0.0001169908,1.685062e-05,0.0,4,1.641609e-05,1.430004e-05,5.194286e-05,4.882722e-05
