coin,earliest_trade_date,earliest_mention_date,user1,user1_url1,user1_date1
MNE,2014-10-25,2014-09-07,pc888,https://bitcointalk.org/index.php?topic=772049.0,2014-09-07
TRI,2014-07-21,2014-07-16,3angle,https://bitcointalk.org/index.php?topic=697634.0,2014-07-16
TRK,2014-07-16,2014-04-29,Cryddit,https://bitcointalk.org/index.php?topic=588413.0,2014-04-29
RBT,2014-10-26,2014-07-05,airpline1,https://bitcointalk.org/index.php?topic=792720.0,2014-09-22
TRL,2014-09-30,2014-02-07,TrollCoins,https://bitcointalk.org/index.php?topic=452810.0,2014-02-07
CAPT,2014-08-20,2014-07-09,EcuaMobi,https://bitcointalk.org/index.php?topic=683776.0,2014-07-09
AM,2014-07-07,2014-07-03,fartbags,https://bitcointalk.org/index.php?topic=942371.0,2015-02-01
TRC,2013-04-28,2012-11-04,grimd34th,https://bitcointalk.org/index.php?topic=122547.0,2012-11-05
RBR,2015-01-23,2015-01-19,mprep,https://bitcointalk.org/index.php?topic=930070.0,2015-01-19
KOBO,2015-02-15,2015-01-11,TheTribesman,https://bitcointalk.org/index.php?topic=920290.0,2015-01-11
VCN,2015-06-10,2015-05-13,chrisvl,https://bitcointalk.org/index.php?topic=1059746.0,2015-05-13
USDe,2014-02-06,2013-11-23,escrow.ms,https://bitcointalk.org/index.php?topic=386996.0,2013-12-27
VOOT,2014-06-12,2014-05-29,vootcoin_dev,https://bitcointalk.org/index.php?topic=630628.0,2014-05-29
MYST,2015-02-06,2014-07-26,MysteryCoin.org,https://bitcointalk.org/index.php?topic=711065.0,2014-07-26
ENRG,2014-05-15,2014-04-29,energycr,https://bitcointalk.org/index.php?topic=589008.0,2014-04-29
NOXT,2014-12-06,2014-10-31,Rofo,https://bitcointalk.org/index.php?topic=841741.0,2014-10-31
LTCD,2014-09-11,2014-08-28,Litecoindark,https://bitcointalk.org/index.php?topic=760143.0,2014-08-28
IVZ,2015-10-12,2015-10-09,scat,https://bitcointalk.org/index.php?topic=1204574.0,2015-10-09
PLANET,2015-03-22,2015-03-04,planetcoin,https://bitcointalk.org/index.php?topic=975871.0,2015-03-04
FLY,2015-09-14,2015-08-17,vegasguy,https://bitcointalk.org/index.php?topic=1154550.0,2015-08-17
SHND,2015-10-30,2015-09-28,JacksonBriggs,https://bitcointalk.org/index.php?topic=1195510.0,2015-09-28
NEC,2014-03-26,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
XNC,2013-07-24,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
ACP,2015-07-13,2015-03-24,ACP,https://bitcointalk.org/index.php?topic=1001407.0,2015-03-24
NET,2013-12-16,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
SILK,2014-05-11,2014-02-12,silkcoinproject,https://bitcointalk.org/index.php?topic=462517.0,2014-02-12
FLDC,2014-09-16,2014-06-03,Anotheranonlol,https://bitcointalk.org/index.php?topic=637645.0,2014-06-03
TEK,2014-05-20,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
PMP,2014-10-20,2014-06-25,TheMightyX,https://bitcointalk.org/index.php?topic=665048.0,2014-06-25
BITSILVER,2015-02-25,2013-01-30,matt608,https://bitcointalk.org/index.php?topic=924481.0,2015-01-14
GEMZ,2015-01-12,2014-08-26,peled1986,https://bitcointalk.org/index.php?topic=758004.0,2014-08-26
GRAV,2015-05-03,2015-05-02,gravitondev,https://bitcointalk.org/index.php?topic=1045089.0,2015-05-02
NBT,2014-09-23,2014-09-23,ronnyb,https://bitcointalk.org/index.php?topic=796492.0,2014-09-25
NBL,2013-06-14,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
TES,2014-02-06,2014-01-17,Trafficlearn,https://bitcointalk.org/index.php?topic=419494.0,2014-01-17
DEBUNE,2015-02-06,2014-12-30,capodieci,https://bitcointalk.org/index.php?topic=908242.0,2014-12-30
CORE,2015-06-18,2010-02-01,m0mchil,https://bitcointalk.org/index.php?topic=61.0,2010-02-22
CORG,2014-02-21,2014-02-02,corgicoin,https://bitcointalk.org/index.php?topic=444700.0,2014-02-02
GMC,2014-09-01,2015-01-15,GMC Foundation,https://bitcointalk.org/index.php?topic=1010745.0,2015-04-03
ELC,2013-06-09,2013-05-13,feeleep,https://bitcointalk.org/index.php?topic=205253.0,2013-05-14
RBBT,2014-08-30,2014-02-15,rabbitcointeam,https://bitcointalk.org/index.php?topic=466621.0,2014-02-15
J,2014-08-25,2014-08-13,Love_of_Algo,https://bitcointalk.org/index.php?topic=737405.0,2014-08-13
SJW,2015-08-07,2015-06-05,sjwcoin,https://bitcointalk.org/index.php?topic=1094489.0,2015-06-20
GME,2013-08-25,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
FLT,2014-03-20,2014-03-04,coolisbad,https://bitcointalk.org/index.php?topic=499126.0,2014-03-04
RDD,2014-02-09,2014-01-20,ReddCoin,https://bitcointalk.org/index.php?topic=423597.0,2014-01-20
ADD,2015-02-28,2014-07-24,adderalcoin,https://bitcointalk.org/index.php?topic=708718.0,2014-07-24
ADC,2015-06-05,2014-11-19,wbullockiii,https://bitcointalk.org/index.php?topic=1080149.0,2015-06-04
DIEM,2014-04-27,2014-03-13,Carpe Diem Coin,https://bitcointalk.org/index.php?topic=513599.0,2014-03-13
ADN,2014-04-15,2014-04-05,defaced,https://bitcointalk.org/index.php?topic=558414.0,2014-04-05
ELP,2014-08-26,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
MINT,2014-02-19,2014-01-28,Empty42,https://bitcointalk.org/index.php?topic=437473.0,2014-01-28
AEON,2015-08-04,2012-05-13,gpools,https://bitcointalk.org/index.php?topic=623854.0,2014-05-24
ELT,2014-06-12,2014-04-29,Cryddit,https://bitcointalk.org/index.php?topic=588413.0,2014-04-29
MED,2014-10-22,2014-01-03,smallplatf,https://bitcointalk.org/index.php?topic=397831.0,2014-01-03
OZC,2015-07-23,2014-04-21,Ozziecoin,https://bitcointalk.org/index.php?topic=578881.0,2014-04-21
MEC,2013-07-07,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
MEM,2013-06-09,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
XEM,2015-03-31,2014-06-16,ournem,https://bitcointalk.org/index.php?topic=654845.0,2014-06-16
NAUT,2014-05-15,2014-05-01,BK_PHI,https://bitcointalk.org/index.php?topic=591114.0,2014-05-01
SMLY,2015-01-27,2014-11-04,gstefans,https://bitcointalk.org/index.php?topic=845761.0,2014-11-04
LEO,2015-08-04,2015-01-13,LEORocks,https://bitcointalk.org/index.php?topic=1206428.0,2015-10-12
CIRC,2015-06-18,2015-05-31,CryptoCircuits,https://bitcointalk.org/index.php?topic=1076404.0,2015-05-31
GDC,2013-12-16,2013-06-22,nordicminers,https://bitcointalk.org/index.php?topic=240591.0,2013-06-22
CREVA,2015-07-07,2015-05-10,ioncanon,https://bitcointalk.org/index.php?topic=1057102.0,2015-05-10
STHR,2015-09-14,2014-10-05,stakerush,https://bitcointalk.org/index.php?topic=1161629.0,2015-08-25
BRC,2015-07-21,2014-06-27,CaptChadd,https://bitcointalk.org/index.php?topic=668099.0,2014-06-27
QSLV,2014-11-13,2014-10-26,QuicksilverCoin,https://bitcointalk.org/index.php?topic=835165.0,2014-10-26
SRC,2013-09-28,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
IFC,2013-07-10,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
BRE,2015-09-08,2015-08-24,breakcoindev,https://bitcointalk.org/index.php?topic=1160670.0,2015-08-24
MSC,2013-12-24,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
QCN,2014-05-26,2014-03-26,CryptoSpecs,https://bitcointalk.org/index.php?topic=537548.0,2014-03-26
KARM,2014-02-08,2014-01-02,Coin-Horse,https://bitcointalk.org/index.php?topic=395334.0,2014-01-02
TX,2015-08-20,2015-08-11,Transfer dev,https://bitcointalk.org/index.php?topic=1150229.0,2015-08-11
EAC,2013-12-28,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
VDO,2014-10-20,2014-09-12,VidioShare,https://bitcointalk.org/index.php?topic=779552.0,2014-09-12
PXL,2015-04-07,2015-03-10,PLX_Dev,https://bitcointalk.org/index.php?topic=984124.0,2015-03-10
PXC,2013-07-04,2013-07-06,ghostlander,https://bitcointalk.org/index.php?topic=305584.0,2013-10-01
AC,2014-04-20,2014-04-11,AsiaCoin,https://bitcointalk.org/index.php?topic=566870.0,2014-04-11
CUBE,2015-10-24,2015-03-20,crunck,https://bitcointalk.org/index.php?topic=1091306.0,2015-06-16
ICN,2014-02-17,2013-12-23,speedminer,https://bitcointalk.org/index.php?topic=382394.0,2013-12-23
SPACE,2015-09-09,2013-06-06,SpaceCoinLab,https://bitcointalk.org/index.php?topic=1166804.0,2015-08-31
ICB,2014-07-16,2014-07-01,Icebergcoin,https://bitcointalk.org/index.php?topic=673524.0,2014-07-01
METAL,2015-01-27,2014-06-14,metalcoin,https://bitcointalk.org/index.php?topic=651653.0,2014-06-14
START,2014-06-15,2014-02-23,Tyke,https://bitcointalk.org/index.php?topic=483187.0,2014-02-23
U,2014-11-16,2014-11-03,infazan,https://bitcointalk.org/index.php?topic=845494.0,2014-11-04
CNC,2013-05-08,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
AMBER,2015-02-06,2014-08-17,AmberCoinDev,https://bitcointalk.org/index.php?topic=944374.0,2015-02-02
CNL,2014-07-21,2014-07-18,ConcealCoin,https://bitcointalk.org/index.php?topic=700289.0,2014-07-18
CRYPT,2014-05-26,2014-05-20,ccryptcoin,https://bitcointalk.org/index.php?topic=618377.0,2014-05-20
NKA,2015-01-27,2013-10-07,Tsunamirain,https://bitcointalk.org/index.php?topic=306970.0,2013-10-07
ZCC,2014-08-05,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
NOTE,2014-03-08,2014-02-16,DNotes,https://bitcointalk.org/index.php?topic=470155.0,2014-02-16
KGC,2013-07-07,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
SUPER,2014-05-26,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
EZC,2013-07-04,2013-01-01,xorxor,https://bitcointalk.org/index.php?topic=134179.0,2013-01-01
